code_wil,code_48,code_58,nom,nom_maj,nom_ar
5,556,556,Ouled Ammar,OULED AMMAR,
5,557,557,El Hassi,EL HASSI,
5,558,558,Lazrou,LAZROU,
5,559,559,Boumia,BOUMIA,
5,560,560,Boulhilat,BOULEHILET,
5,561,561,Larbaa,LARBAA,
6,601,601,Bejaia,BEJAIA,بجاية
6,602,602,Amizour,AMIZOUR,
6,603,603,Ferraoun,FERRAOUN,
6,604,604,Taourirt Ighil,TAOURIRT IGHIL,
6,605,605,Chelata,CHELATA,
6,606,606,Tamokra,TAMOKRA,
6,607,607,Timzrit,TIMZRIT,
6,608,608,Souk El Thenine,SOUK EL THENINE,
6,609,609,Sidi Said,SIDI SAID,
6,610,610,Tinebdar,TINEBDAR,
6,611,611,Tichi,TICHI,
6,612,612,Semaoune,SEMAOUNE,
6,613,613,Kendira,KENDIRA,
6,614,614,Tifra,TIFRA,
6,615,615,Ighram,IGHRAM,
6,616,616,Amalou,AMALOU,
6,617,617,Ighil Ali,IGHIL ALI,
6,618,618,Ifelain Ilmathen,IFELAIN ILMATHEN,
6,619,619,Toudja,TOUDJA,
6,620,620,Darguina,DARGUINA,
6,621,621,Sidi Ayad,SIDI AYAD,
6,622,622,Aokas,AOKAS,
6,623,623,Beni Djellil,BENI DJELLIL,
6,624,624,Adekar,ADEKAR,
6,625,625,Akbou,AKBOU,
6,626,626,Seddouk,SEDDOUK,
6,627,627,Tazmalt,TAZMALT,
6,628,628,Ait Rizine,AIT R_ZINE,
6,629,629,Chemini,CHEMINI,
6,630,630,Souk Oufella,SOUK OUFELLA,
6,631,631,Taskriout,TASKRIOUT,
6,632,632,Tibane,TIBANE,
6,633,633,Tala Hamza,TALA HAMZA,
6,634,634,Barbacha,BARBACHA,
6,635,635,Beni Ksila,BENI KSILA,
6,636,636,Ouzellaguen,OUZELLAGUEN,
6,637,637,Bouhamza,BOUHAMZA,
6,638,638,Beni Melikeche,BENI MELIKECH,
6,639,639,Sidi Aich,SIDI AICH,
6,640,640,El Kseur,EL KSEUR,
6,641,641,Melbou,MELBOU,
6,642,642,Akfadou,AKFADOU,
6,643,643,Leflaye,LEFLAYE,
6,644,644,Kherrata,KHERRATA,
6,645,645,Draa El Kaid,DRAA EL KAID,
6,646,646,Tamridjet,TAMRIDJET,
6,647,647,Ait Smail,AIT SMAIL,
6,648,648,Boukhelifa,BOUKHELIFA,
6,649,649,Tizi Nberber,TIZI NBERBER,
6,650,650,Beni Maouche,BENI MAOUCHE,
6,651,651,Oued Ghir,OUED GHIR,
6,652,652,Boudjellil,BOUDJELLIL,
7,701,701,Biskra,BISKRA,بسكرة
7,702,702,Oumach,OUMACH,أوماش
7,703,703,Branis,BRANIS,البرانس
7,704,704,Chetma,CHETMA,شتمة
7,711,705,Sidi Okba,SIDI OKBA,سيدي عقبة
7,718,706,Aïn Zaatout,AÏN ZAATOUT,عين زعطوط
7,712,707,M’Chounèche,M’CHOUNÈCHE,مشونش
7,713,708,El Haouch,EL HAOUCH,الحوش
7,716,709,El Feïdh,EL FEÏDH,الفيض
7,715,710,Zeribet El Oued,ZERIBET EL OUED,زريبة الوادي
7,714,711,Aïn Naga,AÏN NAGA,عين الناقة
7,717,712,El Kantara,EL KANTARA,القنطرة
7,719,713,El Outaya,EL OUTAYA,الوطاية
7,720,714,Djemourah,DJEMOURAH,جمورة
7,728,715,Meziraa,MEZIRAA,المزيرعة
7,722,716,Lioua,LIOUA,لواء
7,723,717,Lichana,LICHANA,لشانة
7,724,718,Ourlal,OURLAL,أورﻻل
7,725,719,M'Lili,M'LILI,مليلي
7,726,720,Foughala,FOUGHALA,فوغالة
7,727,721,Bordj Ben Azzouz,BORDJ BEN AZZOUZ,برج بن عزوز
7,721,722,Tolga,TOLGA,طولقة
7,733,723,Khenguet Sidi Nadji,KHENGUET SIDI NADJI,خنقة سيدي ناجي
7,730,724,Mekhadma,MEKHADMA,مخادمة
7,731,725,El Ghrous,EL GHROUS,الغروس
7,732,726,El Hadjeb,EL HADJEB,الحاجب
7,729,727,Bouchagroun,BOUCHAGROUN,بوشقرون
8,801,801,Béchar,BÉCHAR,بشار
8,810,802,Kenadsa,KENADSA,قنادسة
8,802,803,Erg Ferradj,ERG FERRADJ,عرق فراج
8,804,804,Meridja,MERIDJA,مريجة
8,806,805,Lahmar,LAHMAR,اﻻحمر
8,816,806,Mogheul,MOGHEUL,موغل
8,817,807,Abadla,ABADLA,العبادلة
8,821,808,Béni Ounif,BÉNI OUNIF,بني ونيف
8,815,809,Boukaïs,BOUKAÏS,بوقايس
8,813,810,Taghit,TAGHIT,تاغيت
8,809,811,Mechraa Houari Boumediène,MECHRAA HOUARI BOUMEDIÈNE,مشرع هواري بومدين
9,901,901,Blida,BLIDA,البليدة
9,902,902,Chebli,CHEBLI,
9,903,903,Bouinan,BOUINAN,
9,904,904,Oued El Alleug,OUED EL ALLEUG,
9,905,905,Ouled Yaich,OULED YAICH,
9,906,906,Chrea,CHREA,
9,907,907,El Affroun,EL AFFROUN,
9,908,908,Chiffa,CHIFFA,
9,909,909,Hammam Melouane,HAMMAM MELOUANE,
9,910,910,Ben Khelil,BEN KHELIL,
9,911,911,Soumaa,SOUMAA,
9,912,912,Mouzaia,MOUZAIA,
9,913,913,Souhane,SOUHANE,
9,914,914,Meftah,MEFTAH,
9,915,915,Ouled Slama,OULED SLAMA,
9,916,916,Boufarik,BOUFARIK,
9,917,917,Larbaa,LARBAA,
9,918,918,Oued Djer,OUED DJER,
9,919,919,Beni Tamou,BENI TAMOU,
9,920,920,Bouarfa,BOUARFA,
9,921,921,Beni Mered,BENI MERED,
9,922,922,Bougara,BOUGARA,
9,923,923,Guerrouaou,GUERROUAOU,
9,924,924,Djebabra,DJEBABRA,
9,925,925,Ain Romana,AIN ROMANA,
10,1001,1001,Bouira,BOUIRA,البويرة
10,1002,1002,El Asnam,EL ASNAM,
10,1003,1003,Guerrouma,GUERROUMA,
10,1004,1004,Souk El Khemis,SOUK EL KHEMIS,
10,1005,1005,Kadiria,KADIRIA,
10,1006,1006,Hanif,HANIF,
10,1007,1007,Dirah,DIRAH,
10,1008,1008,Ait Laaziz,AIT LAAZIZ,
10,1009,1009,Taghzout,TAGHZOUT,
10,1010,1010,Raouraoua,RAOURAOUA,
10,1011,1011,Mezdour,MEZDOUR,
10,1012,1012,Haizer,HAIZER,
10,1013,1013,Lakhdaria,LAKHDARIA,
10,1014,1014,Maala,MAALA,
10,1015,1015,El Hachimia,EL HACHIMIA,
10,1016,1016,Aomar,AOMAR,
10,1017,1017,Chorfa,CHORFA,
10,1018,1018,Bordj Oukhriss,BORDJ OUKHRISS,
10,1019,1019,El Adjiba,EL ADJIBA,
10,1020,1020,El Hakimia,EL HAKIMIA,
10,1021,1021,El Khabouzia,EL KHABOUZIA,
10,1022,1022,Ahl El Ksar,AHL EL KSAR,
10,1023,1023,Bouderbala,BOUDERBALA,
10,1024,1024,Zbarbar,ZBARBAR,
10,1025,1025,Ain El Hadjar,AIN EL HADJAR,
10,1026,1026,Djebahia,DJEBAHIA,
10,1027,1027,Aghbalou,AGHBALOU,
10,1028,1028,Taguedit,TAGUEDIT,
10,1029,1029,Ain Turk,AIN TURK,
10,1030,1030,Saharidj,SAHARIDJ,
10,1031,1031,Dechmia,DECHMIA,
10,1032,1032,Ridane,RIDANE,
10,1033,1033,Bechloul,BECHLOUL,
10,1034,1034,Boukram,BOUKRAM,
10,1035,1035,Ain Bessam,AIN BESSAM,
10,1036,1036,Bir Ghbalou,BIR GHBALOU,
10,1037,1037,Mchedallah,MCHEDALLAH,
10,1038,1038,Sour El Ghozlane,SOUR EL GHOZLANE,
10,1039,1039,Maamora,MAAMORA,
10,1040,1040,Ouled Rached,OULED RACHED,
10,1041,1041,Ain Laloui,AIN LALOUI,
10,1042,1042,Hadjera Zerga,HADJERA ZERGA,
10,1043,1043,Ath Mansour,ATH MANSOUR,
10,1044,1044,El Mokrani,EL MOKRANI,
10,1045,1045,Oued El Berdi,OUED EL BERDI,
11,1101,1101,Tamenghasset,TAMENGHASSET,تامنغست
11,1102,1102,Abalessa,ABALESSA,أباليسا
11,1105,1103,Idlès,IDLÈS,إدلس
11,1106,1104,Tazrouk,TAZROUK,تازروق
11,1109,1105,In Amguel,IN AMGUEL,إن أمقل
12,1201,1201,Tebessa,TEBESSA,تبسة
12,1202,1202,Bir El Ater,BIR EL ATER,
12,1203,1203,Cheria,CHERIA,
12,1204,1204,Stah Guentis,STAH GUENTIS,
12,1205,1205,El Aouinet,EL AOUINET,
12,1206,1206,Lahouidjbet,EL HOUIDJBET,
12,1207,1207,Safsaf El Ouesra,SAFSAF EL OUESRA,
12,1208,1208,Hammamet,HAMMAMET,
12,1209,1209,Negrine,NEGRINE,
12,1210,1210,Bir Mokadem,BIR MOKADEM,
12,1211,1211,El Kouif,EL KOUIF,
12,1212,1212,Morsott,MORSOT,
12,1213,1213,El Ogla,EL OGLA,
12,1214,1214,Bir Dheheb,BIR DHEHEB,
12,1215,1215,El Ogla El Malha,EL OGLA EL MALHA,
12,1216,1216,Gorriguer,GOURIGUEUR,
12,1217,1217,Bekkaria,BEKKARIA,
12,1218,1218,Boukhadra,BOUKHADRA,
12,1219,1219,El Ouenza,EL OUENZA,
12,1220,1220,El Ma Labiod,EL MA LABIOD,
12,1221,1221,Oum Ali,OUM ALI,
12,1222,1222,Thlidjene,THLIDJENE,
12,1223,1223,Ain Zerga,AIN ZERGA,
12,1224,1224,El Meridj,EL MERIDJ,
12,1225,1225,Boulhaf Dyr,BOULHAF DYR,
12,1226,1226,Bedjene,BEDJENE,
12,1227,1227,El Mazeraa,EL MAZERAA,
12,1228,1228,Ferkane,FERKANE,
13,1301,1301,Tlemcen,TLEMCEN,تلمسان
13,1302,1302,Beni Mester,BENI MESTER,
13,1303,1303,Ain Tallout,AIN TALLOUT,
13,1304,1304,Remchi,REMCHI,
13,1305,1305,El Fehoul,EL FEHOUL,
13,1306,1306,Sabra,SABRA,
13,1307,1307,Ghazaouet,GHAZAOUET,
13,1308,1308,Souani,SOUANI,
13,1309,1309,Djebala,DJEBALA,
13,1310,1310,El Gor,EL GOR,
13,1311,1311,Oued Chouly,OUED CHOULY,
13,1312,1312,Ain Fezza,AIN FEZZA,
13,1313,1313,Ouled Mimoun,OULED MIMOUN,
13,1314,1314,Amieur,AMIEUR,
13,1315,1315,Ain Youcef,AIN YOUCEF,
13,1316,1316,Zenata,ZENATA,
13,1317,1317,Beni Snous,BENI SNOUS,
13,1318,1318,Bab El Assa,BAB EL ASSA,
13,1319,1319,Dar Yaghmouracene,DAR YAGHMOURASSENE,
13,1320,1320,Fellaoucene,FELLAOUCENE,
13,1321,1321,Azails,AZAILS,
13,1322,1322,Sebbaa Chioukh,SEBAA CHIOUKH,
13,1323,1323,Terni Beni Hediel,TERNI BENI HEDIEL,
13,1324,1324,Bensekrane,BENSEKRANE,
13,1325,1325,Ain Nehala,AIN NEHALA,
13,1326,1326,Hennaya,HENAYA,
13,1327,1327,Maghnia,MAGHNIA,
13,1328,1328,Hammam Boughrara,HAMMAM BOUGHRARA,
13,1329,1329,Souahlia,SOUAHLIA,
13,1330,1330,Msirda Fouaga,MSIRDA FOUAGA,
13,1331,1331,Ain Fetah,AIN FETAH,
13,1332,1332,El Aricha,EL ARICHA,
13,1333,1333,Souk Thlata,SOUK THLATA,
13,1334,1334,Sidi Abdelli,SIDI ABDELLI,
13,1335,1335,Sebdou,SEBDOU,
13,1336,1336,Beni Ouarsous,BENI OUARSOUS,
13,1337,1337,Sidi Medjahed,SIDI MEDJAHED,
13,1338,1338,Beni Boussaid,BENI BOUSSAID,
13,1339,1339,Marsa Ben Mhidi,MERSA BEN MHIDI,
13,1340,1340,Nedroma,NEDROMA,
13,1341,1341,Sidi Djillali,SIDI DJILLALI,
13,1342,1342,Beni Bahdel,BENI BAHDEL,
13,1343,1343,El Bouihi,EL BOUIHI,
13,1344,1344,Honaine,HONAINE,
13,1345,1345,Tianet,TIENET,
13,1346,1346,Ouled Riyah,OULED RIAH,
13,1347,1347,Bouhlou,BOUHLOU,
13,1348,1348,Beni Khellad,BENI KHELLAD,
13,1349,1349,Ain Ghoraba,AIN GHORABA,
13,1350,1350,Chetouane,CHETOUANE,
13,1351,1351,Mansourah,MANSOURAH,
13,1352,1352,Beni Semiel,BENI SEMIEL,
13,1353,1353,Ain Kebira,AIN KEBIRA,
14,1401,1401,Tiaret,TIARET,تيارت
14,1402,1402,Medroussa,MEDROUSSA,
14,1403,1403,Ain Bouchekif,AIN BOUCHEKIF,
14,1404,1404,Sidi Ali Mellal,SIDI ALI MELLAL,
14,1405,1405,Ain Zarit,AIN ZARIT,
14,1406,1406,Ain Deheb,AIN DEHEB,
14,1407,1407,Sidi Bakhti,SIDI BAKHTI,
14,1408,1408,Medrissa,MEDRISSA,
14,1409,1409,Zmalet Emir Abdelkader,ZMALET EMIR ABDELKADER,
14,1410,1410,Madna,MADNA,
14,1411,1411,Sebt,SEBT,
14,1412,1412,Mellakou,MELLAKOU,
14,1413,1413,Dahmouni,DAHMOUNI,
14,1414,1414,Rahouia,RAHOUIA,
14,1415,1415,Mahdia,MAHDIA,
14,1416,1416,Sougueur,SOUGUEUR,
14,1417,1417,Sidi Abdelghani,SIDI  ABDELGHANI,
14,1418,1418,Ain El Hadid,AIN EL HADID,
14,1419,1419,Djebilet Rosfa,DJEBILET ROSFA,
14,1420,1420,Naima,NAIMA,
14,1421,1421,Meghila,MEGHILA,
14,1422,1422,Guertoufa,GUERTOUFA,
14,1423,1423,Sidi Hosni,SIDI HOSNI,
14,1424,1424,Djillali Ben Amar,DJILLALI BEN AMAR,
14,1425,1425,Sebaine,SEBAINE,
14,1426,1426,Tousnina,TOUSNINA,
14,1427,1427,Frenda,FRENDA,
14,1428,1428,Ain Kermes,AIN KERMES,
14,1429,1429,Ksar Chellala,KSAR CHELLALA,
14,1430,1430,Rechaiga,RECHAIGA,
14,1431,1431,Nadorah,NADORAH,
14,1432,1432,Tagdemt,TAGDEMT,
14,1433,1433,Oued Lilli,OUED LILLI,
14,1434,1434,Mechraa Safa,MACHRAA SFA,
14,1435,1435,Hamadia,HAMADIA,
14,1436,1436,Chehaima,CHEHAIMA,
14,1437,1437,Takhemaret,TAKHMARET,
14,1438,1438,Sidi Abderrahmane,SIDI ABDERRAHMANE,
14,1439,1439,Serghine,SERGHINE,
14,1440,1440,Bougara,BOUGARA,
14,1441,1441,Faidja,FAIDJA,
14,1442,1442,Tidda,TIDDA,
15,1501,1501,Tizi Ouzou,TIZI OUZOU,تيزي وزو
15,1502,1502,Ain El Hammam,AIN EL HAMMAM,
15,1503,1503,Akbil,AKBIL,
15,1504,1504,Freha,FREHA,
15,1505,1505,Souamaa,SOUAMAA,
15,1506,1506,Mechtrass,MECHTRASS,
15,1507,1507,Irdjen,IRDJEN,
15,1508,1508,Timizart,TIMIZART,
15,1509,1509,Makouda,MAKOUDA,
15,1510,1510,Draa El Mizan,DRAA EL MIZAN,
15,1511,1511,Tizi Ghenif,TIZI GHENIF,
15,1512,1512,Bounouh,BOUNOUH,
15,1513,1513,Ait Chaffaa,AIT CHAFFAA,
15,1514,1514,Frikat,FRIKAT,
15,1515,1515,Beni Aissi,BENI AISSI,
15,1516,1516,Beni Zmenzer,BENI ZMENZER,
15,1517,1517,Iferhounene,IFERHOUNENE,
15,1518,1518,Azazga,AZAZGA,
15,1519,1519,Iloula Oumalou,ILOULA OUMALOU,
15,1520,1520,Yakouren,YAKOUREN,
15,1521,1521,Larba Nait Irathen,LARBA NAIT IRATHEN,
15,1522,1522,Tizi Rached,TIZI RACHED,
15,1523,1523,Zekri,ZEKRI,
15,1524,1524,Ouaguenoun,OUAGUENOUN,
15,1525,1525,Ain Zaouia,AIN ZAOUIA,
15,1526,1526,Mkira,MKIRA,
15,1527,1527,Ait Yahia,AIT YAHIA,
15,1528,1528,Ait Mahmoud,AIT MAHMOUD,
15,1529,1529,Maatka,MAATKA,
15,1530,1530,Ait Boumahdi,AIT BOUMAHDI,
15,1531,1531,Abi Youcef,ABI YOUCEF,
15,1532,1532,Beni Douala,BENI DOUALA,
15,1533,1533,Illilten,ILLILTEN,
15,1534,1534,Bouzguen,BOUZGUEN,
15,1535,1535,Ait Aggouacha,AIT AGGOUACHA,
15,1536,1536,Ouadhia,OUADHIA,
15,1537,1537,Azeffoun,AZEFFOUN,
15,1538,1538,Tigzirt,TIGZIRT,
15,1539,1539,Ait Aissa Mimoun,AIT AISSA MIMOUN,
15,1540,1540,Boghni,BOGHNI,
15,1541,1541,Ifigha,IFIGHA,
15,1542,1542,Ait Oumalou,AIT OUMALOU,
15,1543,1543,Tirmitine,TIRMITINE,
15,1544,1544,Akerrou,AKERROU,
15,1545,1545,Yatafen,YATAFEN,
15,1546,1546,Beni Ziki,BENI ZIKI,
15,1547,1547,Draa Ben Khedda,DRAA BEN KHEDDA,
15,1548,1548,Ouacif,OUACIF,
15,1549,1549,Idjeur,IDJEUR,
15,1550,1550,Mekla,MEKLA,
15,1551,1551,Tizi Nthleta,TIZI NTHLETA,
15,1552,1552,Beni Yenni,BENI YENNI,
15,1553,1553,Aghrib,AGHRIB,
15,1554,1554,Iflissen,IFLISSEN,
15,1555,1555,Boudjima,BOUDJIMA,
15,1556,1556,Ait Yahia Moussa,AIT YAHIA MOUSSA,
15,1557,1557,Souk El Tenine,SOUK EL TENINE,
15,1558,1558,Ait Khelili,AIT KHELILI,
15,1559,1559,Sidi Naamane,SIDI NAAMANE,
15,1560,1560,Iboudraren,IBOUDRAREN,
15,1561,1561,Aghni Goughran,AGHNI GOUGHRAN,
15,1562,1562,Mizrana,MIZRANA,
15,1563,1563,Imsouhal,IMSOUHAL,
15,1564,1564,Tadmait,TADMAIT,
15,1565,1565,Ait Bouadou,AIT BOUADOU,
15,1566,1566,Assi Youcef,ASSI YOUCEF,
15,1567,1567,Ait Toudert,AIT TOUDERT,
16,1601,1601,Alger,ALGER,الجزائر
16,1602,1602,Sidi Mhamed,SIDI MHAMED,
16,1603,1603,El Madania,EL MADANIA,
16,1604,1604,Hamma Anassers,HAMMA ANASSERS,
16,1605,1605,Bab El Oued,BAB EL OUED,
16,1606,1606,Bologhine Ibn Ziri,BOLOGHINE IBN ZIRI,
16,1607,1607,Casbah,CASBAH,
16,1608,1608,Oued Koriche,OUED KORICHE,
16,1609,1609,Bir Mourad Rais,BIR MOURAD RAIS,
16,1610,1610,El Biar,EL BIAR,
16,1611,1611,Bouzareah,BOUZAREAH,
16,1612,1612,Bir Khadem,BIR KHADEM,
16,1613,1613,El Harrach,EL HARRACH,
16,1614,1614,Baraki,BARAKI,
16,1615,1615,Oued Smar,OUED SMAR,
16,1616,1616,Bourouba,BOUROUBA,
16,1617,1617,Hussein Dey,HUSSEIN DEY,
16,1618,1618,Kouba,KOUBA,
16,1619,1619,Bach Djerrah,BACH DJERRAH,
16,1620,1620,Dar El Beida,DAR EL BEIDA,
16,1621,1621,Bab Ezzouar,BEB EZZOUAR,
16,1622,1622,Ben Aknoun,BEN AKNOUN,
16,1623,1623,Dely Brahim,DELY BRAHIM,
16,1624,1624,Bains Romains,BAINS ROMAINS,
16,1625,1625,Rais Hamidou,RAIS HAMIDOU,
16,1626,1626,Djisr Ksentina,DJISR KSENTINA,
16,1627,1627,El Mouradia,EL MOURADIA,
16,1628,1628,Hydra,HYDRA,
16,1629,1629,Mohammadia,MOHAMMADIA,
16,1630,1630,Bordj El Kiffan,BORDJ EL KIFFAN,
16,1631,1631,El Magharia,EL MAGHARIA,
16,1632,1632,Beni Messous,BENI MESSOUS,
16,1633,1633,Les Eucalyptus,LES EUCALYPTUS,
16,1634,1634,Birtouta,BIRTOUTA,
16,1635,1635,Tassala El Merdja,TASSALA EL MERDJA,
16,1636,1636,Ouled Chebel,OULED CHEBEL,
16,1637,1637,Sidi Moussa,SIDI MOUSSA,
16,1638,1638,Ain Taya,AIN TAYA,
16,1639,1639,Bordj El Bahri,BORDJ EL BAHRI,
16,1640,1640,El Marsa,EL MARSA,
16,1641,1641,Haraoua,HARAOUA,
16,1642,1642,Rouiba,ROUIBA,
16,1643,1643,Reghaia,REGHAIA,
16,1644,1644,Ain Benian,AIN BENIAN,
16,1645,1645,Staoueli,STAOUELI,
16,1646,1646,Zeralda,ZERALDA,
16,1647,1647,Mahelma,MAHELMA,
