num, code, nom, code_wil, nom_wil 
48, 02020, Zeboudja , 02, Chlef
49, 02021, Oued Sly , 02, Chlef
50, 02022, Abou El Hassen , 02, Chlef
51, 02023, El Marsa , 02, Chlef
52, 02024, Chettia , 02, Chlef
53, 02025, Sidi Abderrahmane , 02, Chlef
54, 02026, Moussadek , 02, Chlef
55, 02027, El Hadjadj , 02, Chlef
56, 02028, Labiod Medjadja , 02, Chlef
57, 02029, Oued Fodda , 02, Chlef
58, 02030, Ouled Ben Abdelkader , 02, Chlef
59, 02031, Bouzghaia , 02, Chlef
60, 02032, Ain Merane , 02, Chlef
61, 02033, Oum Drou , 02, Chlef
62, 02034, Breira , 02, Chlef
63, 02035, Ben Boutaleb , 02, Chlef
64, 03001, Laghouat, 03, Laghouat
65, 03002, Ksar El Hirane, 03, Laghouat
66, 03003, Benacer Ben Chohra, 03, Laghouat
67, 03004, Sidi Makhlouf, 03, Laghouat
68, 03005, Hassi Delaa, 03, Laghouat
69, 03006, Hassi R Mel, 03, Laghouat
70, 03007, Ain Mahdi, 03, Laghouat
71, 03008, Tadjmout, 03, Laghouat
72, 03009, Kheneg, 03, Laghouat
73, 03010, Gueltat Sidi Saad, 03, Laghouat
74, 03011, Ain Sidi Ali, 03, Laghouat
75, 03012, Beidha, 03, Laghouat
76, 03013, Brida, 03, Laghouat
77, 03014, El Ghicha, 03, Laghouat
78, 03015, Hadj Mechri, 03, Laghouat
79, 03016, Sebgag, 03, Laghouat
80, 03017, Taouiala, 03, Laghouat
81, 03018, Tadjrouna, 03, Laghouat
82, 03019, Aflou, 03, Laghouat
83, 03020, El Assafia, 03, Laghouat
84, 03021, Oued Morra, 03, Laghouat
85, 03022, Oued M Zi, 03, Laghouat
86, 03023, El Haouaita, 03, Laghouat
87, 03024, Sidi Bouzid, 03, Laghouat
88, 04001, Oum El Bouaghi, 04, Oum El Bouaghi
89, 04002, Ain Beida, 04, Oum El Bouaghi
90, 04003, Ainmlila, 04, Oum El Bouaghi
91, 04004, Behir Chergui, 04, Oum El Bouaghi
92, 04005, El Amiria, 04, Oum El Bouaghi
93, 04006, Sigus, 04, Oum El Bouaghi
94, 04007, El Belala, 04, Oum El Bouaghi
95, 04008, Ain Babouche, 04, Oum El Bouaghi
96, 04009, Berriche, 04, Oum El Bouaghi
97, 04010, Ouled Hamla, 04, Oum El Bouaghi
98, 04011, Dhala, 04, Oum El Bouaghi
99, 04012, Ain Kercha, 04, Oum El Bouaghi
100, 04013, Hanchir Toumghani, 04, Oum El Bouaghi
101, 04014, El Djazia, 04, Oum El Bouaghi
102, 04015, Ain Diss, 04, Oum El Bouaghi
103, 04016, Fkirina, 04, Oum El Bouaghi
104, 04017, Souk Naamane, 04, Oum El Bouaghi
105, 04018, Zorg, 04, Oum El Bouaghi
106, 04019, El Fedjoudj Boughrar, 04, Oum El Bouaghi
107, 04020, Ouled Zouai, 04, Oum El Bouaghi
108, 04021, Bir Chouhada, 04, Oum El Bouaghi
109, 04022, Ksar Sbahi, 04, Oum El Bouaghi
110, 04023, Oued Nini, 04, Oum El Bouaghi
111, 04024, Meskiana, 04, Oum El Bouaghi
112, 04025, Ain Fekroune, 04, Oum El Bouaghi
113, 04026, Rahia, 04, Oum El Bouaghi
114, 04027, Ain Zitoun, 04, Oum El Bouaghi
115, 04028, Ouled Gacem, 04, Oum El Bouaghi
116, 04029, El Harmilia, 04, Oum El Bouaghi
117, 05001, Batna, 05, Batna
118, 05002, Ghassira, 05, Batna
119, 05003, Maafa, 05, Batna
120, 05004, Merouana, 05, Batna
121, 05005, Seriana, 05, Batna
122, 05006, Menaa, 05, Batna
123, 05007, El Madher, 05, Batna
124, 05008, Tazoult, 05, Batna
125, 05009, Ngaous, 05, Batna
126, 05010, Guigba, 05, Batna
127, 05011, Inoughissen, 05, Batna
128, 05012, Ouyoun El Assafir, 05, Batna
129, 05013, Djerma, 05, Batna
130, 05014, Bitam, 05, Batna
131, 05015, Metkaouak, 05, Batna
132, 05016, Arris, 05, Batna
133, 05017, Kimmel, 05, Batna
134, 05018, Tilatou, 05, Batna
135, 05019, Ain Djasser, 05, Batna
136, 05020, Ouled Selam, 05, Batna
137, 05021, Tigherghar, 05, Batna
138, 05022, Ain Yagout, 05, Batna
139, 05023, Fesdis, 05, Batna
140, 05024, Sefiane, 05, Batna
141, 05025, Rahbat, 05, Batna
142, 05026, Tighanimine, 05, Batna
143, 05027, Lemsane, 05, Batna
144, 05028, Ksar Belezma, 05, Batna
145, 05029, Seggana, 05, Batna
146, 05030, Ichmoul, 05, Batna
147, 05031, Foum Toub, 05, Batna
148, 05032, Beni Foudhala El Hakania, 05, Batna
149, 05033, Oued El Ma, 05, Batna
150, 05034, Talkhamt, 05, Batna
151, 05035, Bouzina, 05, Batna
152, 05036, Chemora, 05, Batna
153, 05037, Oued Chaaba, 05, Batna
154, 05038, Taxlent, 05, Batna
155, 05039, Gosbat, 05, Batna
156, 05040, Ouled Aouf, 05, Batna
157, 05041, Boumagueur, 05, Batna
158, 05042, Barika, 05, Batna
159, 05043, Djezzar, 05, Batna
160, 05044, Tkout, 05, Batna
161, 05045, Ain Touta, 05, Batna
162, 05046, Hidoussa, 05, Batna
163, 05047, Teniet El Abed, 05, Batna
164, 05048, Oued Taga, 05, Batna
165, 05049, Ouled Fadel, 05, Batna
166, 05050, Timgad, 05, Batna
167, 05051, Ras El Aioun, 05, Batna
168, 05052, Chir, 05, Batna
169, 05053, Ouled Si Slimane, 05, Batna
170, 05054, Zanat El Beida, 05, Batna
171, 05055, Amdoukal, 05, Batna
172, 05056, Ouled Ammar, 05, Batna
173, 05057, El Hassi, 05, Batna
174, 05058, Lazrou, 05, Batna
175, 05059, Boumia, 05, Batna
176, 05060, Boulhilat, 05, Batna
177, 05061, Larbaa, 05, Batna
178, 06001, Bejaia, 06, Béjaïa
179, 06002, Amizour, 06, Béjaïa
180, 06003, Ferraoun, 06, Béjaïa
181, 06004, Taourirt Ighil, 06, Béjaïa
182, 06005, Chelata, 06, Béjaïa
183, 06006, Tamokra, 06, Béjaïa
184, 06007, Timzrit, 06, Béjaïa
185, 06008, Souk El Thenine, 06, Béjaïa
186, 06009, Mcisna, 06, Béjaïa
187, 06010, Thinabdher, 06, Béjaïa
188, 06011, Tichi, 06, Béjaïa
189, 06012, Semaoun, 06, Béjaïa
190, 06013, Kendira, 06, Béjaïa
191, 06014, Tifra, 06, Béjaïa
192, 06015, Ighram, 06, Béjaïa
193, 06016, Amalou, 06, Béjaïa
194, 06017, Ighil Ali, 06, Béjaïa
195, 06018, Ifelain Ilmathen, 06, Béjaïa
196, 06019, Toudja, 06, Béjaïa
197, 06020, Darguina, 06, Béjaïa
198, 06021, Sidi Ayad, 06, Béjaïa
199, 06022, Aokas, 06, Béjaïa
200, 06023, Beni Djellil, 06, Béjaïa
201, 06024, Adekar, 06, Béjaïa
202, 06025, Akbou, 06, Béjaïa
203, 06026, Seddouk, 06, Béjaïa
204, 06027, Tazmalt, 06, Béjaïa
205, 06028, Ait Rizine, 06, Béjaïa
206, 06029, Chemini, 06, Béjaïa
207, 06030, Souk Oufella, 06, Béjaïa
208, 06031, Taskriout, 06, Béjaïa
209, 06032, Tibane, 06, Béjaïa
210, 06033, Tala Hamza, 06, Béjaïa
211, 06034, Barbacha, 06, Béjaïa
212, 06035, Beni Ksila, 06, Béjaïa
213, 06036, Ouzallaguen, 06, Béjaïa
214, 06037, Bouhamza, 06, Béjaïa
215, 06038, Beni Melikeche, 06, Béjaïa
216, 06039, Sidi Aich, 06, Béjaïa
217, 06040, El Kseur, 06, Béjaïa
218, 06041, Melbou, 06, Béjaïa
219, 06042, Akfadou, 06, Béjaïa
220, 06043, Leflaye, 06, Béjaïa
221, 06044, Kherrata, 06, Béjaïa
222, 06045, Draa Kaid, 06, Béjaïa
223, 06046, Tamridjet, 06, Béjaïa
224, 06047, Ait Smail, 06, Béjaïa
225, 06048, Boukhelifa, 06, Béjaïa
226, 06049, Tizi Nberber, 06, Béjaïa
227, 06050, Beni Maouch, 06, Béjaïa
228, 06051, Oued Ghir, 06, Béjaïa
229, 06052, Boudjellil, 06, Béjaïa
230, 07001, Biskra, 07, Biskra
231, 07002, Oumache, 07, Biskra
232, 07003, Branis, 07, Biskra
233, 07004, Chetma, 07, Biskra
234, 07005, Ouled Djellal, 07, Biskra
235, 07006, Ras El Miaad, 07, Biskra
236, 07007, Besbes, 07, Biskra
237, 07008, Sidi Khaled, 07, Biskra
238, 07009, Doucen, 07, Biskra
239, 07010, Ech Chaiba, 07, Biskra
240, 07011, Sidi Okba, 07, Biskra
241, 07012, Mchouneche, 07, Biskra
242, 07013, El Haouch, 07, Biskra
243, 07014, Ain Naga, 07, Biskra
244, 07015, Zeribet El Oued, 07, Biskra
245, 07016, El Feidh, 07, Biskra
246, 07017, El Kantara, 07, Biskra
247, 07018, Ain Zaatout, 07, Biskra
248, 07019, El Outaya, 07, Biskra
249, 07020, Djemorah, 07, Biskra
250, 07021, Tolga, 07, Biskra
251, 07022, Lioua, 07, Biskra
252, 07023, Lichana, 07, Biskra
253, 07024, Ourlal, 07, Biskra
254, 07025, Mlili, 07, Biskra
255, 07026, Foughala, 07, Biskra
256, 07027, Bordj Ben Azzouz, 07, Biskra
257, 07028, Meziraa, 07, Biskra
258, 07029, Bouchagroun, 07, Biskra
259, 07030, Mekhadma, 07, Biskra
260, 07031, El Ghrous, 07, Biskra
261, 07032, El Hadjab, 07, Biskra
262, 07033, Khanguet Sidinadji, 07, Biskra
263, 08001, Bechar, 08, Béchar
264, 08002, Erg Ferradj, 08, Béchar
265, 08003, Ouled Khoudir, 08, Béchar
266, 08004, Meridja, 08, Béchar
267, 08005, Timoudi, 08, Béchar
268, 08006, Lahmar, 08, Béchar
269, 08007, Beni Abbes, 08, Béchar
270, 08008, Beni Ikhlef, 08, Béchar
271, 08009, Mechraa Houari B, 08, Béchar
272, 08010, Kenedsa, 08, Béchar
273, 08011, Igli, 08, Béchar
274, 08012, Tabalbala, 08, Béchar
275, 08013, Taghit, 08, Béchar
276, 08014, El Ouata, 08, Béchar
277, 08015, Boukais, 08, Béchar
278, 08016, Mogheul, 08, Béchar
279, 08017, Abadla, 08, Béchar
280, 08018, Kerzaz, 08, Béchar
281, 08019, Ksabi, 08, Béchar
282, 08020, Tamtert, 08, Béchar
283, 08021, Beni Ounif, 08, Béchar
284, 09001, Blida, 09, Blida
285, 09002, Chebli, 09, Blida
286, 09003, Bouinan, 09, Blida
287, 09004, Oued El Alleug, 09, Blida
288, 09007, Ouled Yaich, 09, Blida
289, 09008, Chrea, 09, Blida
290, 09010, El Affroun, 09, Blida
291, 09011, Chiffa, 09, Blida
292, 09012, Hammam Melouane, 09, Blida
293, 09013, Ben Khlil, 09, Blida
294, 09014, Soumaa, 09, Blida
295, 09016, Mouzaia, 09, Blida
296, 09017, Souhane, 09, Blida
297, 09018, Meftah, 09, Blida
298, 09019, Ouled Selama, 09, Blida
299, 09020, Boufarik, 09, Blida
300, 09021, Larbaa, 09, Blida
301, 09022, Oued Djer, 09, Blida
302, 09023, Beni Tamou, 09, Blida
303, 09024, Bouarfa, 09, Blida
304, 09025, Beni Mered, 09, Blida
305, 09026, Bougara, 09, Blida
306, 09027, Guerrouaou, 09, Blida
307, 09028, Ain Romana, 09, Blida
308, 09029, Djebabra, 09, Blida
309, 10001, Bouira, 10, Bouira
310, 10002, El Asnam, 10, Bouira
311, 10003, Guerrouma, 10, Bouira
312, 10004, Souk El Khemis, 10, Bouira
313, 10005, Kadiria, 10, Bouira
314, 10006, Hanif, 10, Bouira
315, 10007, Dirah, 10, Bouira
316, 10008, Ait Laaziz, 10, Bouira
317, 10009, Taghzout, 10, Bouira
318, 10010, Raouraoua, 10, Bouira
319, 10011, Mezdour, 10, Bouira
320, 10012, Haizer, 10, Bouira
321, 10013, Lakhdaria, 10, Bouira
322, 10014, Maala, 10, Bouira
323, 10015, El Hachimia, 10, Bouira
324, 10016, Aomar, 10, Bouira
325, 10017, Chorfa, 10, Bouira
326, 10018, Bordj Oukhriss, 10, Bouira
327, 10019, El Adjiba, 10, Bouira
328, 10020, El Hakimia, 10, Bouira
329, 10021, El Khebouzia, 10, Bouira
330, 10022, Ahl El Ksar, 10, Bouira
331, 10023, Bouderbala, 10, Bouira
332, 10024, Zbarbar, 10, Bouira
333, 10025, Ain El Hadjar, 10, Bouira
334, 10026, Djebahia, 10, Bouira
335, 10027, Aghbalou, 10, Bouira
336, 10028, Taguedit, 10, Bouira
337, 10029, Ain Turk, 10, Bouira
338, 10030, Saharidj, 10, Bouira
339, 10031, Dechmia, 10, Bouira
340, 10032, Ridane, 10, Bouira
341, 10033, Bechloul, 10, Bouira
342, 10034, Boukram, 10, Bouira
343, 10035, Ain Bessam, 10, Bouira
344, 10036, Bir Ghbalou, 10, Bouira
345, 10037, Mchedallah, 10, Bouira
346, 10038, Sour El Ghozlane, 10, Bouira
347, 10039, Maamora, 10, Bouira
348, 10040, Ouled Rached, 10, Bouira
349, 10041, Ain Laloui, 10, Bouira
350, 10042, Hadjera Zerga, 10, Bouira
351, 10043, Ath Mansour, 10, Bouira
352, 10044, El Mokrani, 10, Bouira
353, 10045, Oued El Berdi, 10, Bouira
354, 11001, Tamanghasset, 11, Tamanrasset
355, 11002, Abalessa, 11, Tamanrasset
356, 11003, In Ghar, 11, Tamanrasset
357, 11004, In Guezzam, 11, Tamanrasset
358, 11005, Idles, 11, Tamanrasset
359, 11006, Tazouk, 11, Tamanrasset
360, 11007, Tinzaouatine, 11, Tamanrasset
361, 11008, In Salah, 11, Tamanrasset
362, 11009, In Amguel, 11, Tamanrasset
363, 11010, Foggaret Ezzaouia, 11, Tamanrasset
364, 12001, Tebessa, 12, Tébessa
365, 12002, Bir El Ater, 12, Tébessa
366, 12003, Cheria, 12, Tébessa
367, 12004, Stah Guentis, 12, Tébessa
368, 12005, El Aouinet, 12, Tébessa
369, 12006, Lahouidjbet, 12, Tébessa
370, 12007, Safsaf El Ouesra, 12, Tébessa
371, 12008, Hammamet, 12, Tébessa
372, 12009, Negrine, 12, Tébessa
373, 12010, Bir El Mokadem, 12, Tébessa
374, 12011, El Kouif, 12, Tébessa
375, 12012, Morsott, 12, Tébessa
376, 12013, El Ogla, 12, Tébessa
377, 12014, Bir Dheheb, 12, Tébessa
378, 12015, El Ogla El Malha, 12, Tébessa
379, 12016, Gorriguer, 12, Tébessa
380, 12017, Bekkaria, 12, Tébessa
381, 12018, Boukhadra, 12, Tébessa
382, 12019, Ouenza, 12, Tébessa
383, 12020, El Ma El Biodh, 12, Tébessa
384, 12021, Oum Ali, 12, Tébessa
385, 12022, Thlidjene, 12, Tébessa
386, 12023, Ain Zerga, 12, Tébessa
387, 12024, El Meridj, 12, Tébessa
388, 12025, Boulhaf Dyr, 12, Tébessa
389, 12026, Bedjene, 12, Tébessa
390, 12027, El Mazeraa, 12, Tébessa
391, 12028, Ferkane, 12, Tébessa
392, 13001, Tlemcen, 13, Tlemcen
393, 13002, Beni Mester, 13, Tlemcen
394, 13003, Ain Tallout, 13, Tlemcen
395, 13004, Remchi, 13, Tlemcen
396, 13005, El Fehoul, 13, Tlemcen
397, 13006, Sabra, 13, Tlemcen
398, 13007, Ghazaouet, 13, Tlemcen
399, 13008, Souani, 13, Tlemcen
400, 13009, Djebala, 13, Tlemcen
401, 13010, El Gor, 13, Tlemcen
402, 13011, Oued Chouly, 13, Tlemcen
403, 13012, Ain Fezza, 13, Tlemcen
404, 13013, Ouled Mimoun, 13, Tlemcen
405, 13014, Amieur, 13, Tlemcen
406, 13015, Ain Youcef, 13, Tlemcen
407, 13016, Zenata, 13, Tlemcen
408, 13017, Beni Snous, 13, Tlemcen
409, 13018, Bab El Assa, 13, Tlemcen
410, 13019, Dar Yaghmouracene, 13, Tlemcen
411, 13020, Fellaoucene, 13, Tlemcen
412, 13021, Azails, 13, Tlemcen
413, 13022, Sebbaa Chioukh, 13, Tlemcen
414, 13023, Terni Beni Hediel, 13, Tlemcen
415, 13024, Bensekrane, 13, Tlemcen
416, 13025, Ain Nehala, 13, Tlemcen
417, 13026, Hennaya, 13, Tlemcen
418, 13027, Maghnia, 13, Tlemcen
419, 13028, Hammam Boughrara, 13, Tlemcen
420, 13029, Souahlia, 13, Tlemcen
421, 13030, Msirda Fouaga, 13, Tlemcen
422, 13031, Ain Fetah, 13, Tlemcen
423, 13032, El Aricha, 13, Tlemcen
424, 13033, Souk Thlata, 13, Tlemcen
425, 13034, Sidi Abdelli, 13, Tlemcen
426, 13035, Sebdou, 13, Tlemcen
427, 13036, Beni Ouarsous, 13, Tlemcen
428, 13037, Sidi Medjahed, 13, Tlemcen
429, 13038, Beni Boussaid, 13, Tlemcen
430, 13039, Marsa Ben Mhidi, 13, Tlemcen
431, 13040, Nedroma, 13, Tlemcen
432, 13041, Sidi Djillali, 13, Tlemcen
433, 13042, Beni Bahdel, 13, Tlemcen
434, 13043, El Bouihi, 13, Tlemcen
435, 13044, Honaine, 13, Tlemcen
436, 13045, Tianet, 13, Tlemcen
437, 13046, Ouled Riyah, 13, Tlemcen
438, 13047, Bouhlou, 13, Tlemcen
439, 13048, Souk El Khemis, 13, Tlemcen
440, 13049, Ain Ghoraba, 13, Tlemcen
441, 13050, Chetouane, 13, Tlemcen
442, 13051, Mansourah, 13, Tlemcen
443, 13052, Beni Semiel, 13, Tlemcen
444, 13053, Ain Kebira, 13, Tlemcen
445, 14001, Tiaret, 14, Tiaret
446, 14002, Medroussa, 14, Tiaret
447, 14003, Ain Bouchekif, 14, Tiaret
448, 14004, Sidi Ali Mellal, 14, Tiaret
449, 14005, Ain Zarit, 14, Tiaret
450, 14006, Ain Deheb, 14, Tiaret
451, 14007, Sidi Bakhti, 14, Tiaret
452, 14008, Medrissa, 14, Tiaret
453, 14009, Zmalet El Emir Aek, 14, Tiaret
454, 14010, Madna, 14, Tiaret
455, 14011, Sebt, 14, Tiaret
456, 14012, Mellakou, 14, Tiaret
457, 14013, Dahmouni, 14, Tiaret
458, 14014, Rahouia, 14, Tiaret
459, 14015, Mahdia, 14, Tiaret
460, 14016, Sougueur, 14, Tiaret
461, 14017, Sidi Abdelghani, 14, Tiaret
462, 14018, Ain El Hadid, 14, Tiaret
463, 14019, Ouled Djerad, 14, Tiaret
464, 14020, Naima, 14, Tiaret
465, 14021, Meghila, 14, Tiaret
466, 14022, Guertoufa, 14, Tiaret
467, 14023, Sidi Hosni, 14, Tiaret
468, 14024, Djillali Ben Amar, 14, Tiaret
469, 14025, Sebaine, 14, Tiaret
470, 14026, Tousnina, 14, Tiaret
471, 14027, Frenda, 14, Tiaret
472, 14028, Ain Kermes, 14, Tiaret
473, 14029, Ksar Chellala, 14, Tiaret
474, 14030, Rechaiga, 14, Tiaret
475, 14031, Nadorah, 14, Tiaret
476, 14032, Tagdemt, 14, Tiaret
477, 14033, Oued Lilli, 14, Tiaret
478, 14034, Mechraa Safa, 14, Tiaret
479, 14035, Hamadia, 14, Tiaret
480, 14036, Chehaima, 14, Tiaret
481, 14037, Takhemaret, 14, Tiaret
482, 14038, Sidi Abderrahmane, 14, Tiaret
483, 14039, Serghine, 14, Tiaret
484, 14040, Bougara, 14, Tiaret
485, 14041, Faidja, 14, Tiaret
486, 14042, Tidda, 14, Tiaret
487, 15001, Tizi Ouzou, 15, Tizi Ouzou
488, 15002, Ain El Hammam, 15, Tizi Ouzou
489, 15003, Akbil, 15, Tizi Ouzou
490, 15004, Freha, 15, Tizi Ouzou
491, 15005, Souamaa, 15, Tizi Ouzou
492, 15006, Mechtrass, 15, Tizi Ouzou
493, 15007, Irdjen, 15, Tizi Ouzou
494, 15008, Timizart, 15, Tizi Ouzou
495, 15009, Makouda, 15, Tizi Ouzou
496, 15010, Draa El Mizan, 15, Tizi Ouzou
497, 15011, Tizi Ghenif, 15, Tizi Ouzou
498, 15012, Bounouh, 15, Tizi Ouzou
499, 15013, Ait Chaffaa, 15, Tizi Ouzou
500, 15014, Frikat, 15, Tizi Ouzou
501, 15015, Beni Aissi, 15, Tizi Ouzou
502, 15016, Beni Zmenzer, 15, Tizi Ouzou
503, 15017, Iferhounene, 15, Tizi Ouzou
504, 15018, Azazga, 15, Tizi Ouzou
505, 15019, Iloula Oumalou, 15, Tizi Ouzou
506, 15020, Yakouren, 15, Tizi Ouzou
507, 15021, Larba Nait Irathen, 15, Tizi Ouzou
508, 15022, Tizi Rached, 15, Tizi Ouzou
509, 15023, Zekri, 15, Tizi Ouzou
510, 15024, Ouaguenoun, 15, Tizi Ouzou
511, 15025, Ain Zaouia, 15, Tizi Ouzou
512, 15026, Mkira, 15, Tizi Ouzou
513, 15027, Ait Yahia, 15, Tizi Ouzou
514, 15028, Ait Mahmoud, 15, Tizi Ouzou
515, 15029, Maatkas, 15, Tizi Ouzou
516, 15030, Ait Boumehdi, 15, Tizi Ouzou
517, 15031, Abi Youcef, 15, Tizi Ouzou
518, 15032, Beni Douala, 15, Tizi Ouzou
519, 15033, Illilten, 15, Tizi Ouzou
520, 15034, Bouzguen, 15, Tizi Ouzou
521, 15035, Ait Aggouacha, 15, Tizi Ouzou
522, 15036, Ouadhia, 15, Tizi Ouzou
523, 15037, Azzefoun, 15, Tizi Ouzou
524, 15038, Tigzirt, 15, Tizi Ouzou
525, 15039, Ait Aissa Mimoun, 15, Tizi Ouzou
526, 15040, Boghni, 15, Tizi Ouzou
527, 15041, Ifigha, 15, Tizi Ouzou
528, 15042, Ait Oumalou, 15, Tizi Ouzou
529, 15043, Tirmitine, 15, Tizi Ouzou
530, 15044, Akerrou, 15, Tizi Ouzou
531, 15045, Yatafen, 15, Tizi Ouzou
532, 15046, Beni Ziki, 15, Tizi Ouzou
533, 15047, Draa Ben Khedda, 15, Tizi Ouzou
534, 15048, Ouacif, 15, Tizi Ouzou
535, 15049, Idjeur, 15, Tizi Ouzou
536, 15050, Mekla, 15, Tizi Ouzou
537, 15051, Tizi Nthlata, 15, Tizi Ouzou
538, 15052, Beni Yenni, 15, Tizi Ouzou
539, 15053, Aghrib, 15, Tizi Ouzou
540, 15054, Iflissen, 15, Tizi Ouzou
541, 15055, Boudjima, 15, Tizi Ouzou
542, 15056, Ait Yahia Moussa, 15, Tizi Ouzou
543, 15057, Souk El Thenine, 15, Tizi Ouzou
544, 15058, Ait Khelil, 15, Tizi Ouzou
545, 15059, Sidi Naamane, 15, Tizi Ouzou
546, 15060, Iboudraren, 15, Tizi Ouzou
547, 15061, Aghni Goughran, 15, Tizi Ouzou
548, 15062, Mizrana, 15, Tizi Ouzou
549, 15063, Imsouhal, 15, Tizi Ouzou
550, 15064, Tadmait, 15, Tizi Ouzou
551, 15065, Ait Bouadou, 15, Tizi Ouzou
552, 15066, Assi Youcef, 15, Tizi Ouzou
553, 15067, Ait Toudert, 15, Tizi Ouzou
554, 16001, Alger Centre, 16, Alger
555, 16002, Sidi Mhamed, 16, Alger
556, 16003, El Madania, 16, Alger
557, 16004, Hamma Anassers, 16, Alger
558, 16005, Bab El Oued, 16, Alger
559, 16006, Bologhine, 16, Alger
560, 16007, Casbah, 16, Alger
561, 16008, Oued Koriche, 16, Alger
562, 16009, Bir Mourad Rais, 16, Alger
563, 16010, El Biar, 16, Alger
564, 16011, Bouzareah, 16, Alger
565, 16012, Birkhadem, 16, Alger
566, 16013, El Harrach, 16, Alger
567, 16014, Baraki, 16, Alger
568, 16015, Oued Smar, 16, Alger
569, 16016, Bourouba, 16, Alger
570, 16017, Hussein Dey, 16, Alger
571, 16018, Kouba, 16, Alger
572, 16019, Bachedjerah, 16, Alger
573, 16020, Dar El Beida, 16, Alger
574, 16021, Bab Azzouar, 16, Alger
575, 16022, Ben Aknoun, 16, Alger
576, 16023, Dely Ibrahim, 16, Alger
577, 16024, Bains Romains, 16, Alger
578, 16025, Rais Hamidou, 16, Alger
579, 16026, Djasr Kasentina, 16, Alger
580, 16027, El Mouradia, 16, Alger
581, 16028, Hydra, 16, Alger
582, 16029, Mohammadia, 16, Alger
583, 16030, Bordj El Kiffan, 16, Alger
584, 16031, El Magharia, 16, Alger
585, 16032, Beni Messous, 16, Alger
586, 16033, Les Eucalyptus, 16, Alger
587, 16034, Birtouta, 16, Alger
588, 16035, Tassala El Merdja, 16, Alger
589, 16036, Ouled Chebel, 16, Alger
590, 16037, Sidi Moussa, 16, Alger
591, 16038, Ain Taya, 16, Alger
592, 16039, Bordj El Bahri, 16, Alger
593, 16040, Marsa, 16, Alger
594, 16041, Haraoua, 16, Alger
595, 16042, Rouiba, 16, Alger
596, 16043, Reghaia, 16, Alger
597, 16044, Ain Benian, 16, Alger
598, 16045, Staoueli, 16, Alger
599, 16046, Zeralda, 16, Alger
600, 16047, Mahelma, 16, Alger
601, 16048, Rahmania, 16, Alger
602, 16049, Souidania, 16, Alger
603, 16050, Cheraga, 16, Alger
604, 16051, Ouled Fayet, 16, Alger
605, 16052, El Achour, 16, Alger
606, 16053, Draria, 16, Alger
607, 16054, Douera, 16, Alger
608, 16055, Baba Hassen, 16, Alger
609, 16056, Kheraicia, 16, Alger
610, 16057, Saoula, 16, Alger
611, 17001, Djelfa, 17, Djelfa
612, 17002, Moudjebara, 17, Djelfa
613, 17003, El Guedid, 17, Djelfa
614, 17004, Hassi Bahbah, 17, Djelfa
615, 17005, Ain Maabed, 17, Djelfa
616, 17006, Sed Rahal, 17, Djelfa
617, 17007, Feidh El Botma, 17, Djelfa
618, 17008, Birine, 17, Djelfa
619, 17009, Bouira Lahdeb, 17, Djelfa
620, 17010, Zaccar, 17, Djelfa
621, 17011, El Khemis, 17, Djelfa
622, 17012, Sidi Baizid, 17, Djelfa
623, 17013, Mliliha, 17, Djelfa
624, 17014, El Idrissia, 17, Djelfa
625, 17015, Douis, 17, Djelfa
626, 17016, Hassi El Euch, 17, Djelfa
