num, id, type_agence, nom_agence, code_agence,  wilaya_agence, commune_agence, latitude, longitude, adresse, tel, email, horaires 
360, 3388, "1", "Tazmelt", "3209", "0", "6027", "36.3830371", "4.4024431", "Cite des 60 logts tazmalt bejaia", "034 31 36 04 - 31-35-87", "", ""
361, 3389, "1", "Sidi aich", "3203", "0", "6039", "36.608852", "4.681917", "Route nationale 26 sidi aiche bejaia", "", "", ""
362, 3390, "1", "El kseur", "3212", "0", "6040", "36.679558", "4.8525486", "Rue tahar amirouche el kseur bejaia", "034 25.29.33 - 25.29.33", "", ""
363, 3391, "1", "Kherrata", "3205", "0", "6044", "36.488190", "5.279454", "Centre commercial kherrata bejaia", "", "", ""
364, 3392, "2", "Aga mekki", "2951", "28", "16010", "35.6146111111111", "5.09747222222222", "Cit", "035 59.22.42 - 59.22.42", "", ""
365, 3393, "1", "S", "2801", "0", "19001", "36,1903135", "5,4217067 ", "Avenue port said  s", "", "", ""
366, 3394, "1", "El eulma", "2803", "0", "19020", "36.151940", "5.686148", "Rue said ayad el eulma s", "", "", ""
367, 3395, "1", "S", "2805", "0", "19001", "36.1903135", "5.4217067", "Avenue port said  s", "", "", ""
368, 3396, "1", "Bougaa", "2806", "0", "19043", "36.336433", "5.089703", "Cite des 150 logts bougaa s", "", "", ""
369, 3397, "1", "Bba", "2807", "34", "34001", "36.071885", "4.766005", "10 rue du 8 mars bba", "", "", ""
370, 3398, "1", "M'sila", "2808", "28", "0", "35.717794", "4.545675", "Rue de bba bp 204 m'sila", "", "", ""
371, 3399, "1", "Ain azel", "2809", "0", "0", "35.817517", "5.5119922", "Boulevard ben boulaid ain azel s", "", "", ""
372, 3400, "1", "Ain el kebira", "2810", "0", "19002", "36.364232", "5.501901", "Cite des 100 logts  ain el kebira s", "", "", ""
373, 3401, "1", "Ras el oued", "2811", "34", "34002", "35.947918", "5.036357", "Cite des 100 logts  ras el oued bba", "", "", ""
374, 3402, "1", "S", "2812", "0", "19001", "36.188701", "5.407821", "15 rue colonel amirouche s", "", "", ""
375, 3403, "1", "Ain oulmene", "2813", "0", "19028", "35.925313", "5.293278", "Cite des 100 logts  ain oulmane s", "", "", ""
376, 3404, "1", "Bouandas", "2814", "0", "19030", "36.494702", "5.102741", "Rue moustache hocine bouandas s", "", "", ""
377, 3405, "1", "Beni ourthilene", "2817", "0", "0", "36.442143", "4.854863", "Beni ourtilane centre beni ourtilane s", "", "", ""
378, 3406, "1", "Hammam dalaa", "2818", "28", "0", "35.925014", "4.379206", "Hammam delaa bp 164 hammam delaa m'sila", "", "", ""
379, 3407, "1", "Selmane", "2819", "28", "0", "35.688988", "4.779472", "Centre selmaneo deradj selmaneo deradj m'sila", "", "", ""
380, 3408, "1", "S", "2820", "0", "19001", "36.193588", "5.437065", "Bloc scolairecit", "", "", ""
381, 3409, "1", "B", "2822", "0", "0", "36.753268", "5.086385", "Rue youcef boussebah bejaia", "034.21.03.24", "", ""
382, 3410, "2", "Aga zemouli", "2854", "0", "19001", "36.187519", "5.403223", "97 rue bakhouche cherif bd chikh laifa s", "", "", ""
383, 3411, "2", "Aga benaissa", "2855", "28", "0", "35.704709", "4.533353", "Rue chennouf belkacem  m'sila", "", "", ""
384, 3412, "2", "Aga abed", "2857", "0", "0", "35.828230", "5.507381", "Rue  daoud  salah  ain azel s", "", "", ""
385, 3413, "2", "Aga taleb", "2859", "0", "19001", "36.189931", "5.424372", "Cite rebbouh 150 logements bt d  s", "", "", ""
386, 3414, "2", "Aga hamdi cherif", "2861", "0", "19028", "35.928426", "5.294014", "Rue  kanouni   ain oulmene s", "", "", ""
387, 3415, "2", "Aga deffar", "2864", "0", "19001", "36.193226", "5.429211", "234 rue, aouri derradji, cite 1 nouvembre  1954 s", "", "", ""
388, 3416, "2", "Agataibi", "2865", "0", "6001", "36.73234", "5.05328", "Rue des aures n 27 bejaia", "", "", ""
389, 3417, "2", "Aga mattem", "2866", "0", "19001", "36.178712", "5.408644", "Boulevard du 20 aout 1955 s", "", "", ""
390, 3418, "2", "Aga ghanem", "2867", "0", "6040", "36.680103", "4.854035", "11 rue oukhmamou arezki el kseur bejaia", "", "", ""
391, 3419, "2", "Aga zerguine", "2868", "0", "19001", "36.201807", "5.419336", "Promotion chabane salah villa n", "", "", ""
392, 3420, "2", "Aga boudraa", "2869", "0", "6001", "36.751541", "5.047880", "Route de l'universit", "", "", ""
393, 3421, "2", "Aga yahiaoui", "2870", "0", "6001", "36.754296", "5.062073", "Lotissement  bouali n", "", "", ""
394, 3422, "2", "Aga tamart rezak", "2871", "0", "6025", "36.456673", "4.540294", "Rue fg hadad face a la gare akbou bejaia", "", "", ""
395, 3423, "2", "Aga barkat", "2872", "0", "6008", "36.627668", "5.328844", "Cite 70 lsp lot touahria bt b souk el tenine bejaia", "", "", ""
396, 3424, "2", "Aga mazouz", "2873", "0", "6020", "36.563023", "5.305944", "Cite lota ouzemour rn n9 darguina  bejaia", "", "", ""
397, 3425, "2", "Aga mechemeche", "2874", "0", "0", "36.382675", "4.402022", "Cite 18 logt b'a' n - 2 tazmalt bejaia", "", "", ""
398, 3426, "2", "Aga mamasse", "2876", "0", "0", "36.751868", "5.062366", "Rue 48 logts bt n 06 bejaia", "", "", ""
399, 3427, "2", "Aga benchaaben", "2878", "0", "0", "36.7315", "5.05234", "Rue krim belkacem bejaia", "", "", ""
400, 3428, "2", "Aga zaidi", "2879", "0", "0", "36.648514", "4.903441", "En face cite 154 logts amizour bejaia", "", "", ""
401, 3429, "2", "Aga bouaoud", "2880", "0", "0", "36.189206", "5.415348", "Rue saoula lakhedar n", "", "", ""
402, 3430, "2", "Aga makhloufi", "2881", "0", "0", "35.919954", "5.296837", "Angle de la rue hamdi cherif abdallah ain oulmene w.s", "036 56 33 25 - 56 33 25", "", ""
403, 3431, "2", "Aga tamart salim", "2882", "0", "0", "36.610869", "4.693563", "Cite 150 logements bt d n 109 naceria sidi aich bejaja", "034 86 07 73", "", ""
404, 3432, "2", "Aga tahar zahir", "2883", "0", "0", "36.74910", "5.06592", "Cite tobbal 96 logemets bt a 6 n", "", "", ""
405, 3433, "1", "Boussada", "3110", "28", "0", "35.212709", "4.177741", "Rue de l'ancien hopital bousaada m'sila", "", "", ""
406, 3434, "1", "B", "3201", "0", "6001", "36.7512579", "5.0819968", "06 rue ahmed ougana bejaia", "", "", ""
407, 3435, "1", "B", "3202", "0", "6001", "36.751588", "5.070297", "01 rue de la liberte bejaia", "", "", ""
408, 3436, "2", "Aga laouche", "3251", "0", "6001", "36.751509", "5.046662", "Route de l'universite bejaia", "034 21.49.05", "", ""
409, 3437, "2", "Aga bettane", "3253", "0", "6039", "36.61099", "4.694239", "Rue da la gare sidi aich bejaia", "034 29.15.29 - 29.15.29", "", ""
410, 3438, "2", "Aga zerari", "3257", "0", "6001", "36.750742", "5.055366", "03 bd krim belkasim  amriw bejaia", "034 20-34-77 - 20-34-77", "", ""
411, 3439, "2", "Aga ghoule", "3258", "0", "6001", "36.749792", "5.055760", "Quartier seghir bloc des 21 logements bejaia", "034 20.50.62 - 20.50.62", "", ""
412, 3440, "1", "Antenne ain el melh", "22002", "28", "0", "34.844789", "4.161562", "Centre commercial ain almelh bousaada m'sila", "", "", ""
413, 3441, "0", "Antenne beni maouche", "32081", "0", "0", "36.510667", "4.769625", "Beni maouche centre bejaja", "034 89 03 56", "", ""
414, 3442, "2", "Aga mahlia r.", "2557", "46", "46023", "35.299929", "-1.378649", "N", "043 69 45 88", "", ""
415, 3443, "1", "Hammam bou hadjar", "2403", "46", "0", "35.380047", "-0.971425", "80, bd larbi ben m'hidi  h.b.h  a.temouchent", "043 27 20 72", "", ""
416, 3444, "1", "Ain temouchent 'a'", "2404", "46", "46001", "35.293313", "-1.140105", "70, rue du 1er novembre ain temouchent", "43404754", "", ""
417, 3445, "2", "Ain temouchent 'b'", "2412", "46", "46001", "35.293216", "-1.139339", "12, rue pasteur  ain temouchent", "043 60.98.98 - 60.98.98", "", ""
418, 3446, "2", "Aga hadj kaddou habib", "2458", "46", "46001", "35.305367", "-1.136294", "215 cite berrouane  ain temouchent", "043 78 16 57 - 78 16 56", "", ""
419, 3447, "1", "El bayadh", "2401", "32", "32001", "33.680856", "1.012811", "Rue bey boukobza  el bayadh", "049 71.42.28 - 71.06.60", "", ""
420, 3448, "1", "Bougtob", "2414", "32", "0", "34.038862", "0.086039", "Rue de la mairie bougtob  el bayadh", "049 72.41.45 - 72.41.45", "", ""
421, 3449, "1", "Saida", "2402", "20", "20001", "34.828631", "0.149953", "Rue youb abdelkader   saida", "048 51.80.77 - 51.80.77", "", ""
422, 3450, "2", "Rebahia", "2413", "20", "0", "34.881496", "0.153982", "Cite des 70 logts , rebahia    saida", "048 52.00.43 - 52.00.43", "", ""
423, 3451, "1", "Sidi bel abbes 'a'", "2405", "22", "22001", "35.191843", "-0.634221", "09, rue cheikh larbi  tebessi  sidi bel abbes", "048.54.42.25 - 54.42.25", "", ""
424, 3452, "2", "Sidi bel abbes 'b'", "2406", "22", "0", "35.192046", "-0.621426", "Bd abbane ramdane   sidi bel abbes", "048 56 89 68 - 56.89.68", "", ""
425, 3454, "2", "Ben badis", "2408", "22", "22045", "34.951959", "-0.914534", "Route de tabia ,ben badis  sidi bel abbes", "048 53.64.88 - 53.64.88", "", ""
426, 3455, "2", "Sfisef", "2411", "22", "0", "35.232180", "-0.243139", "Rue cdt mejdoub, sfisef  sidi bel abbes", "048 59 55 60 - 59-66-50", "", ""
427, 3456, "2", "Aga merbouh", "2451", "22", "22001", "35.1902611111111", "0.634880555555556", "N", "048 54.61.20 - 54.61.20", "", ""
428, 3457, "2", "Aga kacha", "2453", "22", "22001", "35.211997", "-0.628932", "Cite 366 logts ecobat bt c9 bloc 3 sidi djilali sba", "048 65 80 07 -  65 80 07", "", ""
429, 3458, "2", "Aga hakkou", "2454", "22", "22001", "35.18815", "0.643758333333333", "N", "048 54 28 23 - 54 28 24", "", ""
430, 3459, "2", "Aga yahi", "2455", "22", "22001", "35.183027", "-0.627517", "N", "048 55 22 96 - 55 22 96", "", ""
431, 3460, "2", "Aga amrane .kaddour", "2456", "22", "22001", "35.1854111111111", "0.638586111111111", "20 bd des amranas sidi bel abbes", "048 65 20 33 - 65 20 33", "", ""
432, 3461, "1", "Tlemcen b", "2503", "13", "13001", "34.882293", " -1.316257", "All", "043 20.11.82 - 20.11.82", "", ""
433, 3462, "1", "Kiffane", "2513", "13", "13001", "34.887060", "-1.327905", "Boulevard ain- sebaa kiffane- tlemcen", "043 20.12.47 - 20.83.34", "", ""
434, 3463, "2", "Aga  benyahia.h.", "2555", "13", "13001", "34.883077", "1.343172", "Cit", "043 21-11-90 - ", "", ""
435, 3464, "2", "Aga  benmokhtar.a", "2552", "13", "13001", "34.879356", "-1.342421", "N", "043 21-24-56 - 21-23-07", "", ""
436, 3465, "2", "Aga  ghennane.a.", "2556", "13", "13001", "34.889480", "-1.338843", "03,cit", "043 22 21 83 - 22 21 83", "", ""
437, 3466, "1", "Remchi", "2509", "13", "13004", "35.063261", "-1.430099", "Rue larbi ben m'hidi - remchi - tlemcen", "043 24.04.95 - 24 94 90", "", ""
438, 3467, "1", "Tlemcen a", "2502", "13", "13001", "34.883407", "-1.311450", "05, rue belhadji boucif - tlemcen", "043 26.49.78 - 26.27.69", "", ""
439, 3468, "2", "Aga zetam.d.", "2554", "13", "13001", "34.881851", " -1.302272", "Cit", "043 26-65-13 - 26-65-13", "", ""
440, 3469, "2", "Aga  chergui.s", "2553", "13", "13026", "34.943521", "-1.364274", "05 rue nedroma - hennaya - tlemcen", "043 27-96-52 - 44-63-02", "", ""
441, 3470, "1", "Maghnia", "2505", "13", "13027", "34.845499", "-1.723822", "Rue du 26 novembre maghnia - tlemcen", "043 31.62.08 - 31.33.89", "", ""
442, 3471, "1", "Ghazaouet", "2504", "13", "13007", "35.099349", "-1.857627", "Faubourg sidi amar bp. n", "043 32.34.21 - 32.34.21", "", ""
443, 3472, "1", "Sebdou", "2508", "13", "13035", "34.640393", "-1.329249", "Avenue du 1er novembre - sebdou - tlemcen", "043 34.34.03 - 34.54.41", "", ""
444, 3473, "1", "Nedroma", "2518", "13", "13040", "35.008891", "-1.752805", "Cit", "043 35.69.05 - 35.69.04", "", ""
445, 3474, "1", "Benisaf", "2506", "13", "46023", "35.304361", " -1.381168", "Rue de l'hopital - beni saf - ain temouchent", "043 64.54.25 - 64.52.11", "", ""
446, 3475, "0", "Siege dr", "25", "13", "13001", "34.887219", "1.327913", "Bd, ain sebaa ali kiffane - tlemcen", "043.20.77.80 - 16.69 - 40.67", "", ""
447, 3476, "2", "Aga mezouar g.", "2558", "13", "13001", "34.891937", "-1.323501", "Hai zitoune, section 87, local b, commune de tlemcen, daira de tlemcen, wilaya de tlemcen", "043 27 20 72", "", ""
448, 3477, "2", "Annexe aga benmokhtar", "25521", "13", "13001", "34.915786", "-1.291441", "N", "43404754", "", ""
449, 3478, "2", "Aga semcha", "2875", "0", "19043", "36.3332228", "5.08844", "Cite des fonctionnaires bougaa", "", "", ""
450, 3479, "1", "Tizi-ouzou 'a'", "2001", "15", "15001", "36,7005941011098", "4,04192440006363", "Rue des freres belhadj bp 36 nouvelle- ville  tizi ouzou", "026 41.02.12 - 41.02.12", "", ""
451, 3480, "1", "Tizi-ouzou", "2002", "15", "15001", "36,7026297978493", "4,05389271736443", "Cite 406 logts bt 28 cosider, krim belkacem tizi ouzou", "026 22-47-97 - 22-47-97", "", ""
452, 3481, "1", "L n.irathen", "2003", "15", "0", "36,6352996907229", "4,20567936386232", "Avenue abane ramdane  larbaa nath irathen  tizi ouzou", "026 26.14.43 - 26.14.43", "", ""
453, 3482, "1", "A.e.hammam", "2004", "15", "15002", "36,57092195778", "4,30940744786308", "Rue colonel amirouche bp 27 ain el hammam   tizi ouzou", "026 26.90.52 - 26.90.52", "", ""
454, 3483, "1", "D.e.mizan", "2005", "15", "15010", "36,5367516929662", "3,83374435811008", "Route de boghni  draa el mizan   tizi ouzou", "026 23.37.08 -  23.41.04", "", ""
455, 3484, "1", "Boghni", "2006", "15", "15040", "36,5437638494416", "3,95082625563529", "Cite des 18 logts bp 180 boghni   tizi ouzou", "026 28.34.30 - 28.34.30", "", ""
456, 3485, "1", "Azazga", "2007", "15", "15018", "36,7484501335174", "4,35447449194686", "Rue colonel amirouche azazga  tizi ouzou", "026.34.28.61 - 34.13.57", "", ""
457, 3486, "1", "Dellys", "2008", "35", "35028", "36,9172959231749", "3,89383975505448", "Cite des 92 logts les jardins dellys  boumerdes", "024 89.30.74 - 89.30.74", "", ""
458, 3487, "1", "B. menaiel 'a'", "2009", "35", "35005", "36,7501719425931", "3,72193603987649", "Cite des 250 logts bousbaa  boumerdes", "024 88.50.54 - 88.50.54", "", ""
459, 3488, "1", "Bouira 'a'", "2010", "0", "0", "36,3868900835804", "3,90016259068157", "Rue amirouche mouloud    bouira", "026 94 83 20 - 94.21 61", "", ""
460, 3489, "1", "Bouira'b'", "2011", "10", "10001", "36,3842266310347", "3,89400647434717", "Cite des 56 logts stade bourouba    bouira", "026 94.46.55 - 94.26.34", "", ""
461, 3490, "1", "Lakhdaria", "2012", "10", "10001", "36,5647455535505", "3,59575453021678", "Rue du commandant si lakhdar lakhdaria  bouira", "026 90.11.80 - 90.11.80", "", ""
462, 3491, "1", "Tigzirt", "2013", "15", "15038", "36,8915501757683", "4,12569739786139", "Cite des 120 logts bt j n", "026 25.81.02 - 25.81.02", "", ""
463, 3492, "1", "Isser", "2014", "35", "35010", "36,7252521977444", "3,66893024189438", "Cite des 104 logts isser   boumerdes", "024 88.20.06 - 88.12.52", "", ""
464, 3493, "1", "M'chedellah", "2015", "10", "10001", "36,3793022091721", "4,26860974016543", "Rue colonel si lahlou m'chedellah  bouira", "026 95.42.65 - 95.42.65", "", ""
465, 3494, "1", "Tizi-ouzou 'b'", "2016", "15", "15001", "36,7150108889417", "4,04575661121215", "Place babouche said  tizi ouzou", "026 22.13.65 - 22.13.65", "", ""
466, 3495, "1", "Ouadhias", "2017", "15", "15036", "36,5524744700741", "4,07608418917058", "Cite des 104 logts ouadhia  tizi ouzou", "026 32.46.71 - 32.46.71", "", ""
467, 3496, "1", "Ouacif", "2018", "15", "15048", "36,5265883297104", "4,2071325681259", "Place du marche ouacif  tizi ouzou", "026 33.02.80 - 33.02.80", "", ""
468, 3497, "1", "Bouzeguene", "2019", "15", "15001", "36,617097991803", "4,47718909984302", "Bouzeguene centre   tizi ouzou", "026 34 04 90 - 34.04.90", "", ""
469, 3498, "1", "Azeffoun", "2020", "15", "0", "36,8913660747363", "4,42124701825178", "Rue capitaine si abdellah azeffoun", "026 25.05.17 - 25.05.17", "", ""
470, 3499, "1", "Mekla", "2021", "15", "15050", "36,6867440825769", "4,26720625014072", "Mekla centre", "026 30.37.59 - 30.37.59", "", ""
471, 3500, "1", "B. menaiel 'b'", "2023", "35", "35005", "36,7435253739145", "3,7145699846374", "2 avenue de la gare bordj menaiel", "024 88-54-19 - 88 68 13", "", ""
472, 3501, "1", "Kadiria", "2024", "10", "10005", "36,5333231150647", "3,68293905131815", "Cite des 110 logts bt c5 n", "026 90 05 00 - 90 05 00", "", ""
473, 3502, "1", "Thenia", "1206", "35", "35015", "36,5397510164089", "3,68187406310324", "Cite 20 aout bt n", "024 83.39.48 - 83.39.48", "", ""
474, 3503, "1", "Ain bessam", "1801", "10", "10035", "36,5722524296805", "3,59123673881399", "Rue commandant si lakhdar ain bessam", "026 97.42.78 - 97.42.78", "", ""
475, 3504, "1", "S.e.ghozlane", "1802", "10", "10038", "36,7501320755673", "3,19358839772019", "32,rue mazari lakhdar sour el ghozlan", "026 96-84-95 - 96-84-95", "", ""
476, 3505, "1", "Antenne larbaa nath irathen", "20031", "15", "0", "36.7114646944444", "4.05256438888889", "Avenue abane ramdane  larbaa nath irathen  tizi ouzou", "", "", ""
477, 3506, "1", "Antenne ain el hammam", "20041", "15", "15002", "36.5774748888889", "4.29789580555556", "Cite 146 logements akkar , ain el hammam tizi ouzou", "", "", ""
478, 3507, "2", "A.g a.  boumrah", "2054", "15", "15001", "36,6989387736709", "4,05163374490549", "Rue des freres beggaz nouvelle ville  tizi ouzou", "026 21.66.91 - 21.66.91", "", ""
479, 3508, "2", "A.g.a.   sairi", "2056", "15", "15018", "36,7473349127206", "4,36580206992252", "Bd  ahmed zaidat azazga", "026 34.50.70 - 34.19.75", "", ""
480, 3509, "2", "A.g.a.  yesli", "2059", "15", "15001", "36,7086031834639", "4,03490620218614", "Bd stiti  ali  tizi ouzou", "026 20 03 29  - 21.35.07", "", ""
481, 3510, "2", "A.g.a.  chikh", "2060", "15", "15001", "36,714225074024", "4,04005959069211", "Cite 186 logts eplf bt g n", "026 20 19 49  - 22 64 18", "", ""
482, 3511, "2", "A.g.a.  kitous brahim", "2061", "15", "15001", "36,7022897626829", "4,04984459265842", "22, rue des freres bouzidi tizi ouzou", "026 20 31 45 - 41-01-18", "", ""
483, 3512, "2", "A.g.a.   azem", "2062", "15", "15001", "36.7156028055556", "4.04080711111111", "Cooperative kabylia tours villa  tizi ouzou", "026.22.48.55 - 22.48.55", "", ""
484, 3513, "2", "A.g.a.   bouderbala med said", "2065", "15", "35006", "36,8184602027157", "3,85977271443674", "Rue aibda said baghlia boumerdes", "024 89-02-71 - 89 02 71", "", ""
485, 3514, "2", "A.g.a.   kecili smail", "2066", "15", "15018", "36,7529541972708", "4,37185327365065", "Cite lsp tour n", "026 34 39 74 - 026 34 39 74", "", ""
486, 3515, "2", "A.g.a.   ouadi achour", "2067", "15", "15018", "36,7465905397749", "4,36354235354169", "Bd zaidat tizi bouchen n", "026 34 46 68 - 34 46 68", "", ""
487, 3516, "2", "A.g.a.   mancer lila", "2068", "15", "0", "36,7120501050906", "4,05913579263215", "Rue des freres ben safia n", "026 22-94-35 - 22-94-35", "", ""
488, 3517, "2", "A.g.a.   sahnouni samir", "2069", "15", "0", "36,7040849336492", "4,04345898422593", "Quartier a, bp veuve amirouche, cooperative tiguemi,  local n", "026 21-71-20 - 21-71-20", "", ""
489, 3518, "2", "A.g.a.   belmokhtar djamel", "2070", "35", "35010", "36,7272732541953", "3,66537524004815", "Rue de l'ecole nait ali ramdane (rue du stade) commune isser daira isser boumerdes", "024 88-29-36 - 88-29-36", "", ""
490, 3519, "2", "A.g.a.   kaci hamid", "2071", "15", "0", "36,6230019054436", "4,47547885540086", "Village ihhatoussen local n", "026 34 05 86 - 34 05 86", "", ""
491, 3520, "2", "A.g.a.  soltani", "2072", "15", "0", "36,7275974489762", "4,097272441778", "Immeuble ouedfel timizart loughbar tizi ouzou", "026 11-38-95 - 11-38-95", "", ""
492, 3521, "2", "A.g.a. sadour", "2074", "15", "15018", "36,7467059278435", "4,3636154336829", "Bd zaidat immeuble  allab n", "026 34-10-46 - 34-10-46", "", ""
493, 3522, "2", "A.g.a. belkacemi", "2075", "15", "0", "36,584422810426", "4,43279016659897", "Tabouda centre illoula bouzeguene  tizi ouzou", "026 36,33,28 - 36,33,28", "", ""
494, 3523, "2", "A.g.a. belmouhoub", "2076", "15", "0", "36,5363373579115", "4,36964226490775", "Route tizi ouirene vers ifarhounene centre", "026 26 83 03 - 26 83 03", "", ""
495, 3524, "2", "A.g.a.   badaoui  djamila", "2077", "10", "10038", "36,7304363480642", "3,96420572813299", "Cite 400 logts bt l n", "", "", ""
496, 3525, "2", "A.g.a.  betouche  samia", "2078", "15", "15001", "36,7026390499653", "4,06295893458613", "Bd krim belkacem imm makhlouf n.ville  tizi ouzou", "", "", ""
497, 3526, "2", "A.g.a.  allouche  hassiba", "2079", "15", "15022", "36,6817343952005", "4,20740495563445", "Tizi rached centre n", "(026) 31 96 94", "", ""
498, 3527, "2", "A.g.a.  touzout rabah", "2080", "35", "35015", "36.7245506111111", "3.55770519444444", "Rue benai amar, local n", "(024) 96 66 64", "", ""
499, 3528, "2", "Antenne boumrah dbk", "13001", "15", "15047", "36,6989387736709", "4,05163374490549", "Rue melekchi lounis draa ben khedda", "", "", ""
500, 3529, "2", "Antenne boumrah boghni", "13002", "15", "15040", "36,6989387736709", "4,05163374490549", "Rue des freres bataren boghni", "", "", ""
501, 3530, "2", "Antenne boumrah tigzirt", "13003", "15", "15038", "36,6989387736709", "4,05163374490549", "Rue chalal ali tigzirt sur mer", "", "", ""
502, 3531, "2", "Antenne sairi freha", "13004", "15", "15018", "36,7473349127206", "4,36580206992252", "Bd  ahmed zaidat azazga", "", "", ""
503, 3532, "2", "Antenne yesli krim belkacem", "13005", "15", "15001", "36,7086031834639", "4,03490620218614", "Immeuble bekkar, bd krim belkacem  nouvelle ville  tizi ouzou", "", "", ""
504, 3533, "2", "A.g.a.  chikh mekla", "13006", "15", "15050", "36,714225074024", "4,04005959069211", "Mekla centre", "", "", ""
505, 3534, "2", "A.g.a.  chikh ouaguenoun", "13007", "15", "15024", "36,714225074024", "4,04005959069211", "Ouaguenoun centre", "", "", ""
506, 3535, "2", "A.g.a.  chikh bouira", "13008", "10", "10001", "36,714225074024", "4,04005959069211", "Cite 98 logts n", "", "", ""
507, 3536, "2", "Antenne ould ali", "20521", "15", "15002", "36,7086031834639", "4,03490620218614", "Rue colonel amirouche bp 01 ain el hammam   tizi ouzou", "", "", ""
508, 3537, "2", "Antenne yesli maatkas", "20592", "15", "0", "36.6194358055556", "3.95723738888889", "Maatkas tizi ouzou", "", "", ""
509, 3538, "1", "22 didouche", "1103", "16", "16001", "36.770192", "3.055121", "22,rue didouche mourad-alger", "021 63 33 02 - 021 63 46 71", "", ""
510, 3539, "1", "117 didouche", "1104", "16", "16001", "36.763496", "3.047713", "117,rue didouche mourad-alger", "021 64 70 06", "", ""
511, 3540, "1", "Baba hacene", "1329", "16", "16055", "36.697526", "2.969661", "Cite 08 mai 1945-baba hassen-alger", "023 35 35 22", "", ""
512, 3541, "1", "Hydra", "1401", "16", "16028", "36.741220", "3.036907", "Cite sellier bt 09-hydra-alger", "021 60 24 48", "", ""
513, 3542, "1", "Pilote el biar", "1402", "16", "16022", "36.7665100", "3.0175040", "12,route de ben aknoun-ch", "021 92 65 09  - 33 52", "", ""
514, 3543, "1", "Staouali", "1403", "16", "0", "36.749631", "2.887859", "24,place gasmi ali,staouali-alger", "023 39 12 91 - 93", "", ""
515, 3544, "1", "Ain benian", "1404", "16", "16044", "36.8035086", "2.916182499999991", "67,colonel si m'hemed -ain benian-alger", "023 10 37 37", "", ""
516, 3545, "1", "Ain allah", "1408", "16", "16044", "36.7405", "3.0096", "Cite ain allah-bt205b-dely brahim-alger", "021 91 93 92 - 70 41", "", ""
517, 3546, "1", "Cheraga", "1409", "16", "16050", "36.757969", "2.964301", "Route delly brahim -cheraga-alger", "021 34 20 50  - 25 00", "", ""
518, 3547, "1", "Zeralda", "1410", "16", "16046", "36.713593", "2.844153", "Cite 28 logts bt 10-zeralda-alger", "021 32 53 33", "", ""
519, 3548, "1", "Douera", "1411", "16", "16054", "36.670882", "2.941925", "Rue du marche-douera-alger", "023 32 80 06", "", ""
520, 3549, "1", "Mira", "1505", "16", "0", "36.798209", "3.051151", "72,avenue ct mira,bologhine-alger", "021 97 77 25", "", ""
521, 3550, "2", "Nasri", "1158", "16", "0", "36.806391", "3.039699", "116,avenue ziar abdelkader-bologhine-alger", "021 95 13 75 - 11 66", "", ""
522, 3551, "2", "Benyahia", "1162", "16", "12008", "36.811805", "2.982242", "Rue cote vert n", "023 15 75 88", "", ""
523, 3552, "2", "Youbi", "1312", "16", "16046", "36.713550", "2.843811", "Cite 24 fevrier 66 logts-zeralda-alger", "023 32 50 57", "", ""
524, 3553, "2", "Guelil", "1316", "16", "0", "36.706560", "3.024610 ", "Lot lezrgui n", "021 35 79 03", "", ""
525, 3554, "2", "Niati", "1320", "16", "16025", "36.817614", "3.013635", "14,rue el achir-rais hamidou-alger", "023 17 62 87", "", ""
526, 3555, "2", "Rouag", "1324", "16", "12008", "36.810889", "2.951889", "Cite rabah aissou-bt 01-local n", "023 21 60 44", "", ""
527, 3556, "2", "Harrat", "1332", "16", "16005", "36.7955626", "3.0469178", "Rue ammar ben aissa n", "021 62 17 54", "", ""
528, 3557, "2", "Younsi", "1333", "16", "16052", "33.741482", "3.002879", "Rue boudjemaa khelil n", "021 30 76 00", "", ""
529, 3558, "2", "Azzouni", "1334", "16", "0", "36.7333382", "3.037302", "Cite aadl n", "021-54-33-91", "", ""
530, 3559, "2", "Djaafri", "1335", "16", "16032", "36.780782", "2.982155", "10,rue ibrahim hadjres-beni messous-alger", "023 13 10 34", "", ""
531, 3560, "2", "Bouchelaghem", "1337", "16", "0", "36.778363", "3.018177", "Lot valores ii-villa n", "023 19 15 05", "", ""
532, 3561, "2", "Krimat", "1338", "16", "16018", "36.728847", "3.080249", "78,avenue les freres abdesselami-vieux kouba-alger", "021-28-41-30  -  60", "", ""
533, 3562, "2", "Argoub", "1339", "16", "16050", "36.7669479", "2.956041", "08,rue arbadji salah-cheraga-alger", "021 37 05 29", "", ""
534, 3563, "2", "Assous", "1340", "16", "0", "36.772160", "3.006016", "Cite fougeroux bt m04-local 03-bouzereah-alger", "023-19-24-90", "", ""
535, 3564, "2", "Terrafi", "1375", "16", "16050", "36.762775", "2.927755", "Rue djaafer slimane n", "021 38 67 80 - 021 37 93 92", "", ""
536, 3565, "2", "Amrane", "1377", "16", "0", "36.705341", "3.077583", "Centre commercial chaili- 720 logts-local n", "-", "", ""
537, 3566, "2", "Yahiaoui", "1395", "16", "16050", "36.765833", "2.951667", "Cite alioua fodil n", "023 36 15 65 - 61", "", ""
538, 3567, "2", "Doudou", "1399", "16", "16010", "36.798600", "3.032499", "Bd colonel bouguara bt a3 n", "023 37 64 18", "", ""
