num,code_agence,type,address,commune,startDate,tel,fax,mobile,openHour,closeHour,lat,lon,code_wil
"161",6231,ANX,Centre ville,Ras El Ayoun,7/10/11,033.370.578,033.370.578,0.561.604.623,08:00:00.000,16:30:00.000,35.6743837,5.6535823,"5"
"50",4141,ANX,Cité Belyamine Tahar,Sidi Aich,10/1/18,034.860.051,034.860.051,0.553.212.268,08:00:00.000,16:30:00.000,36.6132075,4.69118359375001,"6"
"49",4140,A.G,Résidence le Phoenix Z.I. Route Mahfoud Fatah ,Bejaia,7/21/09,034.187.228,034.187.229,0.561.604.655,08:00:00.000,16:30:00.000,36.7451675,5.05642578125001,"6"
"61",4220,A.G,Cité des 34 Logements Bt. 02 - Cité Seghir ,Bejaia,11/6/11,034.163.159,034.163.159,0.561.604.731,08:30:00.000,17:15:00.000,36.7483425,5.05476171875002,"6"
"69",4320,A.G,Rue 1er Novembre Coopérative Immobilière Bekla Bt. E N° E70,Sidi Aich,6/19/18,034.862.423,034.862.423,,08:30:00.000,17:00:00.000,36.6099326,4.6823926,"6"
"57",4190,A.G,Av. du 1er Novembre,Akbou,6/9/11,034.334.245,034.334.245,,08:00:00.000,16:30:00.000,36.4610175,4.52499609375,"6"
"181",6450,A.G,"Rue Hamouda Ahmed, Classe 91 Groupe de propriété 257 Lot N° 07",Biskra,3/1/18,033.536.841,033.536.841,,08:00:00.000,17:00:00.000,34.8549475,5.73108984375001,"7"
"164",6250,A.G,"34, Bd des Frères Saouli",Biskra,9/17/08,033.558.340,033.558.340,0560.941.719,08:00:00.000,17:00:00.000,34.8548925,5.73099609374999,"7"
"167",6290,A.C,Cite El Amel N° 12,Tolga,1/1/12,033.788.825,033.788.825,,08:00:00.000,17:00:00.000,34.7293411,5.3891929,"7"
"173",6360,A.G,Rue 20 Août 1955,Biskra,6/1/16,033.657.717,033.657.717,0.561.604.588,08:00:00.000,17:00:00.000,34.8579825,5.71806640625,"7"
"174",6361,ANX,Cité des 16 Logements,Tolga,6/5/16,033.577.917,033.577.917,0.561.604.588,08:00:00.000,17:00:00.000,34.7302575,5.37837890625001,"7"
"175",6362,ANX,Boulevard de L’indépendance,Ouled Djellal,6/5/16,033.662.625,033.662.625,0.561.604.588,08:00:00.000,17:00:00.000,34.4366975,5.06871484375004,"7"
"188",6530,A.G,"Cité 80 Logements promotionnel Bloc 07, Bt 07, Lot 97 N° 19",Chetma ,12/2/18,033.501.721,033.501.721,,08:00:00.000,16:00:00.000,34.8495075,5.78101953125001,"7"
"179",6430,A.C,"N° 10, Rue Khamla Ibrahim Dhalâa",Biskra,4/1/17,033.520.345,033.520.345,,08:00:00.000,16:00:00.000,34.8556507,5.7245183,"7"
"267",3340,A.G,Rue Zaoui Dieb N° 41,Béchar,5/29/14,049.800.894,049.800.894,0.561.604.630,08:00:00.000,17:00:00.000,31.6190175,-2.21274609375,"8"
"281",3530,A.G,Cité El Berka N° 04,Béchar,11/20/18,049.232.232,,,08:30:00.000,18:00:00.000,31.6172825,-2.22112890625,"8"
"268",3341,ANX,"5, Rue Belatreche - Centre Ville",Béchar,10/1/15,049.800.866,,0.561.689.004,08:00:00.000,16:00:00.000,31.6163525,-2.2155273,"8"
"135",2401,ANX,Bd Ouazeri Belkacem - Bt. 5 N° 09,Blida,6/1/11,025.305.587,025.305.587,,08:00:00.000,17:00:00.000,36.4846825,2.84073828125001,"9"
"308",5182,ANX,Cité Bergoug N° 79,Meftah,10/1/13,025.337.447,,0.561.802.221,08:30:00.000,17:00:00.000,36.6149475,3.21446484375001,"9"
"136",2402,ANX,Rue DAHMANI Rabah,Soumaa,4/7/19,025.489.718,025.489.718,,08:30:00.000,17:00:00.000,36.5182375,2.9051914,"9"
"147",2500,A.G,Angle Rue des Frères Bouza N° 36 et Rue Mohamed Bouras N° 04,Boufarik,2/10/19,025.205.996,025.205.996,,08:30:00.000,16:30:00.000,36.5737975,2.9133945,"9"
"91",2151,ANX,Lotissement Division N° 08,Boufarik,7/22/06,025.282.271,025.282.271,,08:00:00.000,16:30:00.000,36.5807625,2.90875390625,"9"
"115",2130,A.G,"49, Boulevard Emir Abdelkader",Larbaa,11/25/98,025.341.080,025.341.080,0.561.604.597,08:00:00.000,16:30:00.000,36.5640975,3.15577734375002,"9"
"111",2110,A.G,"86, Rue Cherif Tchalabi",Blida,9/24/98,025.226.833,025.226.869,0.554.214.696,08:00:00.000,17:00:00.000,36.4810475,2.82280859375003,"9"
"127",2280,A.G,Rue Amar M'Hamed,El Affroun,1/21/07,025.386.838,025.386.838,0.561.604.675,09:29:00.000,17:00:00.000,36.4692025,2.62833203125003,"9"
"134",2400,A.G,"2, Rue Kaid Hocine",Beni Mered,12/25/10,025.276.232,025.276.232,,08:00:00.000,17:00:00.000,36.5226575,2.86076171875,"9"
"133",2380,A.G,N° 01 Rue Principale,Oued El Alleug,11/28/10,025.421.501,025.267.633,0.561.604.676,08:00:00.000,17:00:00.000,36.5537575,2.79086328125,"9"
"132",2350,A.G,"Quartier Zabana, Rue C N° 12",Blida,1/9/10,025.209.818,025.209.818,0.561.604.662,08:00:00.000,17:00:00.000,36.4822373,2.7954106,"9"
"131",2330,A.G,"33, Avenue Benboulaid",Blida,10/1/12,025.210.825,025.210.825,0.560.941.721,08:00:00.000,17:00:00.000,36.4934925,2.82183984375003,"9"
"123",2220,A.G,Cité Rahni - Bt. C N° 120,Boufarik,10/1/13,025.285.294,025.285.294,0.561.689.901,08:00:00.000,16:30:00.000,36.5739975,2.90210546875001,"9"
"126",2260,A.G,Rue Zeghouani,Ouled Yaich,5/19/02,025.423.239,025.431.130,0.561.604.578,08:00:00.000,17:00:00.000,36.4963325,2.85867578125,"9"
"139",2420,A.G,"6, rue Mekerkeb Benyoucef",Blida,2/4/16,025.213.037,025.213.037,,08:00:00.000,17:00:00.000,36.4738085,2.8226414,"9"
"140",2430,A.G,Rue Zahra Laid N° 01,Bouinan,12/11/16,025.257.586,025.257.586,,08:30:00.000,16:30:00.000,36.5324942779712,2.99548549577593,"9"
"59",4201,ANX,Lot N° 03 - Cité des 70 Logements,Bouira,8/1/15,026.845.247,026.845.247,,08:30:00.000,16:30:00.000,36.3127025,4.07198046875003,"10"
"58",4200,A.G,"N° 01, Cité des 100 Logements - Bt. C1",M'chedellah,8/1/12,026.955.983,026.955.983,,08:30:00.000,16:30:00.000,36.3605725,4.27232421875003,"10"
"312",5220,A.G,Centre Commercial de Wilaya - Route de l'Hôtel Tahat,Tamenghasset,1/2/12,029.300.200,,0.561.604.681,08:00:00.000,17:00:00.000,22.8026125,5.51218359375001,"11"
"237",7450,A.G,Cité El Amiria,Bir El-Ater,7/22/18,037.448.068,,0.771.217.557,08:00:00.000,17:00:00.000,34.7561263862998,8.05147433414894,"12"
"226",7340,A.G,Cité Farès Yahia - Bd Houari Boumediène,Tebessa,8/1/15,037.516.410,,0.661.411.517/0.781.019.212/0.549.701.766,08:30:00.000,16:30:00.000,35.4022025,8.11051171874998,"12"
"243",7540,A.G,N° 03 Route de Cheria,Hammamet,7/10/19,037.524.930,037.524.930,,08:00:00.000,16:30:00.000,35.4471328176,7.94906722381711,"12"
"280",3510,A.G,N° 14 Route du phare Local N° 02,Ghazaouet,11/4/18,0.772.864.331,,0.798.200.868,08:00:00.000,17:00:00.000,35.0973225,-1.86327734375003,"13"
"284",3560,A.G,N° 05 Coopérative Immobilière Amel Avenue de L’ALN N° 5B,Tlemcen,5/5/19,043.266.292,,,08:00:00.000,18:00:00.000,34.8753225,-1.3070586,"13"
"259",3250,A.G,"55, Avenue des Dahlias - El Kiffane",Tlemcen,1/1/17,043.267.930,043.267.930,0.561.604.690,08:30:00.000,17:00:00.000,34.8879825,-1.32880859374997,"13"
"274",3420,A.G,N° 82 Cité 19 Mars 1962,Ain Kermes,2/11/18,046.400.413,046.400.155,,08:00:00.000,17:00:00.000,34.9082275,1.11018359374999,"14"
"272",3400,A.G,"N° 04, Cité Ait Amrane, lot 06",Sougueur,6/1/17,046.289.880,,,08:30:00.000,16:30:00.000,35.1891358,1.4909919,"14"
"67",4290,A.G,"Bt. B-1-3, Cité 192 Logements LSP",Tigzirt,1/21/18,026.158.137,026.158.137,,08:00:00.000,17:00:00.000,36.8905625,4.12273046874999,"15"
"65",4270,A.G,N° 02 Béni Douala Centre,Béni Douala,4/23/17,026.406.170,026.406.170,,08:00:00.000,17:00:00.000,36.62054,4.0815246,"15"
"55",4170,A.G,Boulevard Larbaoui N° 227,Draa Ben Khedda,1/2/15,026.436.742,026.436.742,,08:30:00.000,18:00:00.000,36.7288625,3.96091015624999,"15"
"63",4240,A.G,Rue des Frères Oudahmane N° 02 - Nouveau Lycée,Tizi Ouzou,9/1/15,026.209.476,026.209.476,,08:30:00.000,17:00:00.000,36.7078378,4.0372852,"15"
"54",4162,ANX,Cité des 40 logements - Bt. A N° 04,Azazga,7/1/13,026.145.447,026.145.447,,08:30:00.000,16:00:00.000,36.7485075,4.35474609374999,"15"
"53",4161,ANX,"40, Rue des Frères Belhadj - Nouvelle Ville",Tizi Ouzou,8/1/09,026.111.924,026.111.924,,08:30:00.000,16:00:00.000,36.7009175,4.03966796875001,"15"
"106",8180,A.G,340 Coopérative El-Yasmine N° 03,Ouled Fayet,5/29/18,0.561.604.675,,0.561.604.675,08:30:00.000,17:00:00.000,36.7326425,2.95757421875,"16"
"89",1621,ANX,Coopérative Immobilière Bajau Classe 02 Groupe de propriété N° 41,Tessala El Merdja,6/30/19,0.549.450.904,,,08:00:00.000,17:00:00.000,36.6362725,2.94652734374999,"16"
"88",1620,A.G,Route Nationale N° 01 Baba Ali,Saoula,5/3/15,023.589.563,023.589.563,,08:00:00.000,17:00:00.000,36.6703825,3.04773828125001,"16"
"110",8220,A.C,N° 17 Rue Cherif Taiba Cherif Château Neuf,El Biar,4/1/19,0.657.139.988,,,08:00:00.000,17:00:00.000,36.7703775,3.01937109375,"16"
"92",2152,ANX,"N° 44, Lotissement Urbain",Baba Hassen,8/10/10,021.349.764,021.349.765,,08:30:00.000,16:30:00.000,36.6974425,2.96735546874997,"16"
"93",2153,ANX,"88, Rue des Frères Abziou",Douera,6/7/12,021.415.431,021.415.431,,08:30:00.000,16:00:00.000,36.6693253102159,2.94065779075026,"16"
"109",8210,A.G,N° 02 Rue Ben Merdja Mahmoud,Saoula,2/17/19,021.314.499,021.314.499,,08:45:00.000,17:30:00.000,36.7044025,3.0281211,"16"
"108",8200,A.G,Rue Djadel Mohamed N° 12,Ouled Fayet,4/6/19,023.280.135,023.280.135,,,,36.735535,2.950262,"16"
"107",8190,A.G,Cité 290 Logts Bt. B1 N° B1 - 16,Ain Benian,3/17/19,023.108.439,,,09:00:00.000,18:00:00.000,36.7874275,2.90521484375002,"16"
"300",5134,ANX,Cité Garidi I Bt. C1 Classe 26 Groupe de propriété N° 61,Kouba,6/2/19,023.700.993,023.700.891,,08:00:00.000,17:00:00.000,36.729927,3.066366,"16"
"98",8100,A.D,Lot N° 02 Haouche Kaouche N° 25,Dely Ibrahim,2/3/19,0.560.005.925,,,08:30:00.000,16:30:00.000,36.7588075,2.99084765624998,"16"
"99",8110,A.G,"10, Rue des Frères Merzoug",Mahelma,6/1/16,0.554.158.732,,,08:00:00.000,17:00:00.000,36.6821375,2.87781640625001,"16"
"100",8120,A.G,Rue des Frères Djouadi N° 31 - Local A,Souidania,5/15/16,0.556.202.820,,,08:00:00.000,16:30:00.000,36.7104925,2.91038671874999,"16"
"101",8140,A.G,Local N° 02 Coopérative Amal - Lot N° 16,Khraicia,3/12/17,023.313.675,023.313.675,,08:00:00.000,17:00:00.000,36.6745975,2.982543,"16"
"102",8141,ANX,N° 107 lotissement communal C Étendu,Draria,4/1/18,0.553.457.937,,,08:30:00.000,16:30:00.000,36.7194675,2.99546484374999,"16"
"103",8142,ANX,Projet 154 Logements Promotionnels Bt N° 16,Douera,11/18/18,0.664.685.716,,,08:00:00.000,17:00:00.000,36.6749717,2.943727,"16"
"105",8170,A.G,12 Cité Sidi Youcef,Beni Messous,7/10/18,023. 237.322,023. 237.322,,08:30:00.000,17:00:00.000,36.7943625,2.98547265624997,"16"
"87",1600,A.G,Lotissement 24 Logements Local 6 N° 02,Bouchaoui,11/14/12,023.276.637,023.276.638,,08:30:00.000,18:30:00.000,36.7432175,2.91173828124998,"16"
"0",1110,A.G,Cité Sonelgaz - Villa N° 02 B.P.15,Gué de Constantine,2/18/02,021.835.004,021.838.036,0.561.604.592,08:30:00.000,16:30:00.000,36.7090475,3.09473046875,"16"
"85",1580,A.G,"13, Rue Hassiba Ben Bouali",Clairval,3/7/12,021.791.073,021.791.073,,09:00:00.000,17:00:00.000,36.7711075,3.00125390625,"16"
"19",1450,A.G,∑,Bir Khadem,5/1/17,021.552.435,021.552.435,0.561.604.750,08:30:00.000,16:30:00.000,36.7122125,3.05913671875,"16"
"20",1470,A.G,Cité Jolie Vue - Groupe 4 N° 15,Kouba,1/2/13,023.719.253,023.719.254,0.560.213.281,08:30:00.000,16:30:00.000,36.7218325,3.07930078125001,"16"
"21",1480,A.G,Lotissement les Vergers - Bt. 53 local A,Bir Mourad Rais,1/19/11,023.550.692,023.550.693,0.668.789.896,08:00:00.000,16:30:00.000,36.7274575,3.05427734375,"16"
"23",1540,A.G,"32, Rue Mohamed Benkahla - Local N° 02 - 1er Etage",Kouba,4/22/12,021.286.600,021.286.600,0.561.604.685,08:30:00.000,17:00:00.000,36.7265825,3.07812109375,"16"
"24",1570,A.G,"107, Bd Mohamed - V",Alger,6/24/11,023.490.024,023.490.024,,08:00:00.000,18:00:00.000,36.7667775,3.04807421875002,"16"
"25",1590,A.G,Rue Saidi Ahmed - Lot 115 N° 01,Bordj El Kiffan,5/17/15,021.205.268,021.205.268,0.561.604.515,08:00:00.000,17:00:00.000,36.7435675,3.17683984375002,"16"
"18",1420,A.D,Rue des Frères Belhafidh - Le Paradou,Hydra,7/1/11,021.480.779,021.606.545,0.561.604.686,08:30:00.000,16:00:00.000,36.7437725,3.03407421875001,"16"
"86",1581,ANX,Villa N° 16 - Coopérative El Amel,Ain Naadja,10/1/14,023.577.666,023.577.666,0.794.545.154,08:30:00.000,17:30:00.000,36.7036225,3.07766015625002,"16"
"28",1650,A.G,Cité Mimouni 5A N° 16 Bis,Bordj El Kiffan,2/7/16,021.215.426,021.212.429,,08:30:00.000,16:30:00.000,36.7491825,3.20689453125,"16"
"29",1660,A.G,Cité Abila Ali 13 N° 19,Bordj El Kiffan,3/13/16,021.216.945,021.216.945,0.561.490.932,09:00:00.000,17:00:00.000,36.7506074,3.2118179,"16"
"30",1690,A.G,Cité Boussehaki - Lot E N° 44,Bab Ezzouar,5/15/16,023.831.296,,0.660.468.252,08:00:00.000,17:00:00.000,36.7232591,3.1845425,"16"
"31",1700,A.G,Rue 15 Villa N° 69 Beaulieu Oued smar ,El Harrach,1/1/17,023.930.599,023.930.599,0.561.604.494,08:00:00.000,18:00:00.000,36.7119475,3.16471484375002,"16"
"32",1740,A.G,Cite des 03 Caves Rue 29 N° 45 ,El Harrach,1/15/17,023.756.656,023.756.691,,08:30:00.000,17:00:00.000,36.707438,3.1240239,"16"
"33",1750,A.G,Cité Zerhouni Mokhtar Bt. 12 Local 01 Les Bananiers,Mohammadia,1/1/17,021.897.988,021.897.988,,08:30:00.000,16:30:00.000,36.7324725,3.17533984375002,"16"
"27",1640,A.G,Cité Coopérative Immobilière Bt. 06 N° 04,Bach Djarah,3/1/16,021.265.578,021.584.769,,08:30:00.000,17:30:00.000,36.7196425,3.11188671875,"16"
"34",1760,A.G,3eme Groupe Bt E N° 66 place du 1er Mai,Sidi M'Hamed,12/3/17,021.666.822,021.666.822,,08:00:00.000,17:00:00.000,36.7587375,3.06133984375002,"16"
"17",1380,A.G,N° 3 Rue Omar Ammari N° 05 Rouisseau ,Kouba,5/21/17,021.470.761,021.470.761,,08:00:00.000,17:00:00.000,36.7411325,3.08467578125003,"16"
"15",1321,ANX,"13 Coopérative el istiklal, Texraine",Bir Khadem,11/2/17,023.597.724,023.597.724,0.561.565.955,08:00:00.000,17:00:00.000,36.7266675,3.03689453125001,"16"
"1",1130,A.G,"29, Route Nationale N° 01",Bir Mourad Rais,2/17/06,023.540.033,023.540.037,0.561.604.596,08:30:00.000,16:30:00.000,36.7367075,3.04811328125,"16"
"2",1140,A.G,Cité du 1er Novembre 1954 - Local D5,Dar El Beida,10/1/18,023.823.203,023.823.203,,08:30:00.000,17:30:00.000,36.7149625,3.21639453124997,"16"
"3",1150,A.G,"14, Lot Said Hamdine",Hydra,5/2/09,021.602.531,021.602.531,0.561.604.755,08:30:00.000,16:30:00.000,36.7374725,3.02979296875002,"16"
"4",1160,A.G,Lotissement Cadat N° 72 - Les Sources,Bir Mourad Rais,1/2/05,021.445.755,021.446.172,0.561.604.463,08:30:00.000,16:30:00.000,36.7371175,3.05648046875,"16"
"5",1170,A.G,"22, Avenue Colonel Bouguerra",Bordj El Kiffan,9/1/01,023.800.002,,0.797.548.304,08:00:00.000,16:00:00.000,36.7474475,3.18682421875,"16"
"6",1180,A.G,Coop. Ryma Local C6 - Said Hamdine,Bir Mourad Rais,4/21/06,021.546.348,021.546.770,,08:30:00.000,16:30:00.000,36.7346841,3.0347077,"16"
"16",1370,A.G,"118, rue Didouche Mourad",Alger,1/1/17,021.610.410,021.610.410,,08:30:00.000,17:00:00.000,36.7635875,3.04682421874999,"16"
"7",1210,A.G,Route Nationale N° 24,Bordj El Bahri,1/29/01,023.872.305,023.872.305,0.561.604.643,08:00:00.000,16:30:00.000,36.7867075,3.24978515625001,"16"
"9",1231,ANX,Hai Adala Bt E2 N° 02,Eucalyptus,2/1/02,023.897.192,,,08:30:00.000,16:30:00.000,36.6648564,3.1443432,"16"
"10",1240,A.G,"27, Rue Amar Souiki",El Biar,8/2/12,023.388.795,023.388.574,0.561.690.801,08:30:00.000,17:00:00.000,36.7687702,3.0358229,"16"
"11",1250,A.G,"2, Rue des Frères Abbès",Dar El Beida,4/22/09,023.813.570,023.813.570,,08:30:00.000,16:30:00.000,36.7169925,3.21090234374999,"16"
"12",1270,A.G,"06, Rue Kaddour Rahim",Hussein Dey,6/19/07,023.776.689,023.776.689,,08:30:00.000,16:30:00.000,36.7418125,3.09355078125002,"16"
"13",1280,A.G,Lotissement Delbouz N° 113 B,Baraki,7/19/08,023.911.123,,0.561.604.648,09:00:00.000,16:30:00.000,36.6701875,3.10248828124999,"16"
"14",1320,A.G,"16 bis, Rue Abou Nouas",Hydra,12/1/07,021.608.025,021.608.025,0.770.742.809,08:30:00.000,17:00:00.000,36.7451425,3.04235546874999,"16"
"8",1230,A.G,Cité Ibtissem - R.N. N° 05,Mohammadia,10/25/01,021.824.347,021.824.347,,08:30:00.000,16:30:00.000,36.7285699,3.1422246,"16"
"35",1770,A.G,32 Rue Bouchami Djaffar,El Mouradia,1/21/18,021.690.750,021.690.750,,08:30:00.000,18:00:00.000,36.7435625,3.0557184,"16"
"26",1630,A.G,RN N° 36 - Villa N° 02 - Grands Vents,Dely Ibrahim,1/1/16,023.312.331,023.312.331,,08:30:00.000,17:00:00.000,36.7476825,2.98193359375001,"16"
"90",2150,A.G,Route de Khréscia,Bir Touta,11/3/99,023.580.396,023.580.397,,08:00:00.000,16:30:00.000,36.6465508,3.0000984,"16"
"76",1400,A.G,Cité EPLF 1080 Logements Bt. 26 - Local 03 - EL ALIA,Bab Ezzouar,4/22/09,021.249.775,021.249.775,0.561.674.478,08:30:00.000,18:00:00.000,36.7184289,3.1840564,"16"
"74",1340,A.G,"3, Rue Mohamed Seghir Saadaoui",Bab El Oued,1/10/08,023.173.332,023.173.334,,08:30:00.000,16:30:00.000,36.7902625,3.06121484375002,"16"
"73",1300,A.G,Rue Ali Remli,Bouzareah,12/27/07,023.270.432,023.270.433,,09:00:00.000,16:00:00.000,36.7786325,3.00940234375001,"16"
"77",1410,A.G ,Route de Dely Brahim N° 35,Cheraga,4/23/08,021.342.162,021.342.145,0.561.604.650/51,08:30:00.000,17:00:00.000,36.7567875,2.96619140624999,"16"
"72",1290,A.G,"9D, Amar Idriss Faycal",Ain Benian,12/24/10,023.225.338,023.225.341,0.561.604.671/72/73,09:00:00.000,17:00:00.000,36.8012675,2.92407421875002,"16"
"71",1190,A.G,"Cité Mohamed Boudiaf, villa N° 173",Ouled Fayet,12/21/11,023.324.054,023.324.054,,08:30:00.000,16:30:00.000,36.7399401,2.9454954,"16"
"307",5181,ANX,"17, Rue TALEB Messaoud - Ex. Carnot",El Biar,5/15/10,021.926.446,021.926.441,0.561.604.639,08:30:00.000,16:30:00.000,36.7704375,3.02685546874999,"16"
"36",1780,A.G,"Groupe de propriété N° 467, section N° 02, parcelle N° 01 Sebala",Draria,12/5/17,021.311.775,,,08:00:00.000,16:30:00.000,36.7230642,3.0133502,"16"
"78",1430,A.G,"18, Rue Bellal Boualem",Zeralda,9/27/08,021.329.253,021.329.254,0.561.604.658,08:30:00.000,16:30:00.000,36.7117775,2.84077734375002,"16"
"79",1460,A.G,Résidence les Mimosas Bt. A1 N° 05,Staoueli,7/30/09,023.393.085,023.393.085,0.561.604.657,08:30:00.000,16:30:00.000,36.745826,2.883395,"16"
"80",1490,A.G,Cité 98 Logements bt. 1 N° 06,Dely Ibrahim,10/8/09,021.917.459,021.917.459,0.561.604.659,08:00:00.000,16:00:00.000,36.7496425061058,2.99043824896216,"16"
"64",4260,A.G,"N° 13, Rue Ali Bouderbala ZHUN Aissat Mustapha",Reghaia,9/1/18,021.850.910,021.850.910,,08:00:00.000,17:00:00.000,36.7310925,3.34508203125002,"16"
"60",4210,A.G,"38, Boulevard Emir Khaled",Ain Taya,1/6/13,023.876.058,023.876.058,,08:30:00.000,16:30:00.000,36.7904225,3.28748046874999,"16"
"56",4180,A.G,Lotissement Communal N° 17,Rouiba,3/25/06,021.811.442,021.811.442,0.561.604.757,08:00:00.000,16:00:00.000,36.7408225,3.28340234375001,"16"
"51",4150,A.C,Coopérative immobilière HORIZON,Reghaia,1/1/05,023.746.664,021.848.984,,08:00:00.000,17:00:00.000,36.7389575,3.35241015625,"16"
"75",1350,A.G,Parcelle N° 37 - Groupe H,El Achour,8/1/13,021.331.467,021.331.467,,09:00:00.000,17:00:00.000,36.7304025,2.99209765624998,"16"
"41",1880,A.G,Lot N° 04 Ex. Houche Friri El Hamiz,Dar El Beida,5/1/19,023.856.485,023.856.485,,08:00:00.000,16:00:00.000,36.7306375,3.23493359375,"16"
"46",4121,ANX,Cours Aissat Idir Bt. 09 N° 365,El Harrach,12/11/16,023.720.101,023.720.101,,09:00:00.000,18:00:00.000,36.7333975,3.12297265624998,"16"
"37",1800,A.G,"N° 42, Cité Diar Es-Saada Bt. A Cage 07 Groupe 08",El Madania,4/1/18,021.279.974,021.279.974,,08:30:00.000,17:00:00.000,36.7472625,3.05986328125,"16"
"38",1820,A.G,N° 02 Cité 2004 Logements Lot N° 43,Baraki,6/5/18,0.553.692.792,,,08:00:00.000,17:00:00.000,36.6622277,3.1014614,"16"
"84",1560,A.G,"125, rue Ramli",Bouzareah,3/1/12,023.181.747,023.181.747 ,0.561.604.682/83/84,08:30:00.000,16:30:00.000,36.7854675,3.01243359375,"16"
"44",1920,A.G,Cité 440 LPP Bt. B13 Ain El Malha,Gue de Constantine,7/10/19,0.664.224.912,0.664.224.912,,08:30:00.000,17:00:00.000,36.6959225,3.0544961,"16"
"39",1830,A.G,24 Rue Idir Toumi,Ben Aknoun,8/5/18,021.797.817,,,08:30:00.000,16:30:00.000,36.7549916,3.0129198,"16"
"40",1850,A.G,Cité des 158 Logements Bt 21 N° 10 Hai El Badr,Kouba,7/29/18,021.285.778,021.285.778,,08:45:00.000,16:30:00.000,36.7175425,3.08887890625,"16"
"82",1520,A.C,228 Lot Amara - Boulangerie Industrielle,Cheraga,7/1/10,021.361.191,021.361.191,,08:30:00.000,17:00:00.000,36.7666425,2.94896484375003,"16"
"43",1910,A.G,Oued Ouchayah (Hai El Badr) Bt. 01 Local 07,Bach Djarah,4/7/19,023.789.657,023.789.657,,08:30:00.000,18:00:00.000,36.7254132,3.1013043,"16"
"83",1550,A.G,"86, Avenue Abderrahmane Mira",Bab El Oued,2/12/11,021.621.667,021.621.667,0.561.604.677,08:30:00.000,17:30:00.000,36.7985325,3.04959765625001,"16"
"42",1900,A.G,Local B Rue La Cote Blanche Hai El Badr N° 502,Kouba,11/27/19,,,,08:00:00.000,18:30:00.000,36.7234265,3.0981475,"16"
